"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","Annotation"
"KYNU",0,0.538134021174869,0.268,0.042,0,"Monocytes / Macrophages"
"MCOLN1",0,0.537423531736135,0.3,0.058,0,"Monocytes / Macrophages"
"RNF144B",0,0.535313276160469,0.315,0.074,0,"Monocytes / Macrophages"
"RIN3",0,0.533718272641474,0.298,0.05,0,"Monocytes / Macrophages"
"SLC16A10",0,0.524808437646672,0.188,0.011,0,"Monocytes / Macrophages"
"LYN",0,0.52409391126218,0.286,0.059,0,"Monocytes / Macrophages"
"LACTB",0,0.523950472495805,0.319,0.075,0,"Monocytes / Macrophages"
"NRP2",0,0.523617086390396,0.235,0.037,0,"Monocytes / Macrophages"
"FCHO2",0,0.521977709003979,0.274,0.048,0,"Monocytes / Macrophages"
"SYK",0,0.519552203717026,0.248,0.033,0,"Monocytes / Macrophages"
"P2RY13",0,0.519304596710782,0.17,0.017,0,"Monocytes / Macrophages"
"GATM",0,0.509774171435,0.235,0.023,0,"Monocytes / Macrophages"
"CD33",0,0.504864483025724,0.239,0.028,0,"Monocytes / Macrophages"
"CD37",0,0.500044813240885,0.666,0.272,0,"Monocytes / Macrophages"
"GPSM3",0,0.499828807858213,0.579,0.213,0,"Monocytes / Macrophages"
"TM6SF1",0,0.496050379236096,0.253,0.037,0,"Monocytes / Macrophages"
"STX7",0,0.495186871648332,0.388,0.122,0,"Monocytes / Macrophages"
"CD72",0,0.494171554736139,0.228,0.018,0,"Monocytes / Macrophages"
"P2RX4",0,0.492207633126937,0.285,0.057,0,"Monocytes / Macrophages"
"SH2B3",0,0.49126377403318,0.222,0.04,0,"Monocytes / Macrophages"
"MTSS1",0,0.487466450658833,0.283,0.065,0,"Monocytes / Macrophages"
"SLC15A3",0,0.486901835179299,0.242,0.03,0,"Monocytes / Macrophages"
"CREBL2",0,0.484846145853919,0.327,0.08,0,"Monocytes / Macrophages"
"FAM49A",0,0.483203813312121,0.266,0.062,0,"Monocytes / Macrophages"
"PLA2G7",0,0.482345295883978,0.169,0.01,0,"Monocytes / Macrophages"
"ITGAX",0,0.473380162113523,0.235,0.034,0,"Monocytes / Macrophages"
"TTYH3",0,0.472964784996947,0.207,0.022,0,"Monocytes / Macrophages"
"CCRL2",0,0.470077366182304,0.246,0.038,0,"Monocytes / Macrophages"
"SMPDL3A",0,0.46865940755128,0.26,0.057,0,"Monocytes / Macrophages"
"BHLHE41",0,0.466507486938121,0.201,0.027,0,"Monocytes / Macrophages"
"CLN8",0,0.460954868914731,0.286,0.07,0,"Monocytes / Macrophages"
"LINC01094",0,0.457245795712204,0.189,0.008,0,"Monocytes / Macrophages"
"ADAM28",0,0.457018653927581,0.219,0.024,0,"Monocytes / Macrophages"
"PTPN6",0,0.456535368643264,0.301,0.075,0,"Monocytes / Macrophages"
"SMIM25",0,0.448677505217569,0.198,0.028,0,"Monocytes / Macrophages"
"FGD2",0,0.447339817753756,0.196,0.023,0,"Monocytes / Macrophages"
"LILRB2",0,0.446208209436603,0.24,0.045,0,"Monocytes / Macrophages"
"NCKAP1L",0,0.443794144478125,0.294,0.062,0,"Monocytes / Macrophages"
"ADA2",0,0.442794850192755,0.254,0.038,0,"Monocytes / Macrophages"
"IQGAP2",0,0.442147451907632,0.358,0.096,0,"Monocytes / Macrophages"
"EBI3",0,0.437810920171334,0.176,0.008,0,"Monocytes / Macrophages"
"ITGAM",0,0.433779292345688,0.194,0.03,0,"Monocytes / Macrophages"
"GPR137B",0,0.433230375545261,0.237,0.038,0,"Monocytes / Macrophages"
"SNCA",0,0.430963471815948,0.212,0.027,0,"Monocytes / Macrophages"
"LAT2",0,0.428324242948403,0.242,0.044,0,"Monocytes / Macrophages"
"IGSF21",0,0.425450555142103,0.135,0.005,0,"Monocytes / Macrophages"
"DAPK1",0,0.425303603391753,0.211,0.027,0,"Monocytes / Macrophages"
"PTAFR",0,0.423603283740399,0.196,0.023,0,"Monocytes / Macrophages"
"DSC2",0,0.415951290856632,0.182,0.014,0,"Monocytes / Macrophages"
"TMEM37",0,0.411636502902954,0.191,0.017,0,"Monocytes / Macrophages"
"FCGR1B",0,0.403170632749758,0.169,0.012,0,"Monocytes / Macrophages"
"FRMD4A",0,0.402401528029666,0.218,0.03,0,"Monocytes / Macrophages"
"BMP2K",0,0.400096715904719,0.188,0.022,0,"Monocytes / Macrophages"
"FGR",0,0.400007743562372,0.275,0.064,0,"Monocytes / Macrophages"
"TFEC",0,0.399615555409662,0.175,0.014,0,"Monocytes / Macrophages"
"PKIB",0,0.395250222109004,0.187,0.023,0,"Monocytes / Macrophages"
"DPEP2",0,0.381843542459529,0.206,0.027,0,"Monocytes / Macrophages"
"FMN1",0,0.371502232648942,0.173,0.016,0,"Monocytes / Macrophages"
"ALOX15B",0,0.360551541194505,0.157,0.019,0,"Monocytes / Macrophages"
"SIGLEC1",0,0.359447042383459,0.131,0.007,0,"Monocytes / Macrophages"
"ANKRD22",0,0.350627454047997,0.122,0.006,0,"Monocytes / Macrophages"
"SH3TC1",0,0.350358936492667,0.181,0.027,0,"Monocytes / Macrophages"
"BTK",0,0.349960160007912,0.184,0.029,0,"Monocytes / Macrophages"
"ST3GAL6",0,0.348837215437533,0.151,0.018,0,"Monocytes / Macrophages"
"SCIMP",0,0.347691250397563,0.19,0.027,0,"Monocytes / Macrophages"
"ABCG1",0,0.347263053276635,0.248,0.053,0,"Monocytes / Macrophages"
"SDSL",0,0.325548918969937,0.163,0.016,0,"Monocytes / Macrophages"
"SDC3",0,0.305197000830703,0.154,0.013,0,"Monocytes / Macrophages"
"TSPAN15",0,0.303534325250883,0.167,0.021,0,"Monocytes / Macrophages"
"ADORA3",0,0.292473728107244,0.119,0.005,0,"Monocytes / Macrophages"
"PIK3AP1",1.19699970409338e-307,0.355365617263773,0.182,0.028,2.35354081818841e-303,"Monocytes / Macrophages"
"GMFG",1.89525740637565e-307,0.511453749495428,0.769,0.347,3.7264551124158e-303,"Monocytes / Macrophages"
"OSCAR",4.34591819550576e-306,0.294443634003456,0.143,0.016,8.54494435600343e-302,"Monocytes / Macrophages"
"MAN1A1",1.51800197507762e-305,0.528933754836649,0.303,0.081,2.98469548339761e-301,"Monocytes / Macrophages"
"ARPC1B",3.15413837910312e-305,0.730594856526454,0.778,0.425,6.20166688099255e-301,"Monocytes / Macrophages"
"SCD",5.5817436183477e-305,0.368621515229353,0.177,0.027,1.09748243023953e-300,"Monocytes / Macrophages"
"TSPO",3.5206532963049e-304,0.79134157969915,0.81,0.492,6.92230851119469e-300,"Monocytes / Macrophages"
"CYFIP1",7.756685730499e-304,0.479062212397949,0.305,0.082,1.52511954833071e-299,"Monocytes / Macrophages"
"MT-CO1",3.89903445866962e-303,0.477439197644483,0.976,0.979,7.66628155263621e-299,"Monocytes / Macrophages"
"C4orf48",4.62896395383786e-303,0.552683637678344,0.339,0.099,9.101468926036e-299,"Monocytes / Macrophages"
"GCA",5.397629371814e-302,0.499012488985496,0.351,0.105,1.06128188708607e-297,"Monocytes / Macrophages"
"RAP2B",5.75113458463681e-302,0.447939270389579,0.257,0.059,1.13078808203129e-297,"Monocytes / Macrophages"
"TCHH",2.52944399921265e-301,0.412056537661541,0.105,0.006,4.97339279125191e-297,"Monocytes / Macrophages"
"PPARG",2.79696122893375e-300,0.30065286123425,0.129,0.012,5.49938516832955e-296,"Monocytes / Macrophages"
"CEP170",4.7677768268832e-300,0.389986011806458,0.262,0.062,9.37440279701774e-296,"Monocytes / Macrophages"
"PARVG",8.19768402006903e-299,0.371537204264835,0.278,0.068,1.61182863202597e-294,"Monocytes / Macrophages"
"COTL1",7.83088883079696e-297,0.524965959947918,0.512,0.194,1.5397093619113e-292,"Monocytes / Macrophages"
"CD300A",5.92393394227265e-296,0.376877805139673,0.239,0.052,1.16476389172965e-291,"Monocytes / Macrophages"
"EPB41L3",3.21242437959752e-295,0.453830326359261,0.273,0.068,6.31626881516464e-291,"Monocytes / Macrophages"
"AP2A2",3.76013628818133e-295,0.479324193681407,0.295,0.079,7.39317996982212e-291,"Monocytes / Macrophages"
"NEAT11",9.0611682340026e-295,0.826803732219152,0.92,0.802,1.78160689816959e-290,"Monocytes / Macrophages"
"SLC18B1",1.77931621335489e-292,0.305651445973569,0.167,0.025,3.49849153869838e-288,"Monocytes / Macrophages"
"FUOM",8.60592422615585e-292,0.476707742127442,0.292,0.078,1.69209682134676e-287,"Monocytes / Macrophages"
"SRGAP1",5.48838818872474e-291,0.444402297557916,0.251,0.059,1.07912688566706e-286,"Monocytes / Macrophages"
"MILR1",1.1120933740168e-288,0.331070482368673,0.163,0.024,2.18659799199184e-284,"Monocytes / Macrophages"
"SLC40A1",3.35311898096789e-286,0.786676724741368,0.33,0.104,6.59290254037906e-282,"Monocytes / Macrophages"
"GSTO1",4.40320219628452e-285,0.807814947843705,0.703,0.385,8.65757615833462e-281,"Monocytes / Macrophages"
"OAS1",5.93820725642948e-285,0.354554884549637,0.202,0.039,1.16757031075916e-280,"Monocytes / Macrophages"
"OPN3",2.46306354407924e-282,0.332801850445918,0.159,0.023,4.8428755403686e-278,"Monocytes / Macrophages"
"NUDT16",3.76450448326807e-281,0.500558947277245,0.376,0.126,7.40176871500169e-277,"Monocytes / Macrophages"
"HEXB1",6.57340729278785e-281,0.642952600495981,0.626,0.295,1.29246334190795e-276,"Monocytes / Macrophages"
"AKR1A1",6.84834249972942e-281,0.588471504256123,0.513,0.212,1.3465211022968e-276,"Monocytes / Macrophages"
"ATF3",1.70733657308445e-279,0.936760467833551,0.62,0.326,3.35696516999864e-275,"Monocytes / Macrophages"
"STX11",7.44622127401111e-279,0.461906336259849,0.308,0.088,1.46407602689607e-274,"Monocytes / Macrophages"
"KLHL6",1.83003871120693e-278,0.273123103195117,0.16,0.024,3.59822211397507e-274,"Monocytes / Macrophages"
"NFKBIZ",3.0907207075932e-278,0.80069734827495,0.617,0.306,6.07697505526975e-274,"Monocytes / Macrophages"
"BID",9.61982755918314e-278,0.451054575449943,0.302,0.085,1.89145049468659e-273,"Monocytes / Macrophages"
"RGS1",3.35403903630458e-277,1.01336589227244,0.69,0.385,6.59471155318207e-273,"Monocytes / Macrophages"
"SMS",6.0338192051831e-277,0.616794081978858,0.515,0.216,1.1863695321231e-272,"Monocytes / Macrophages"
"CNDP2",1.40093049163008e-276,0.418900919851368,0.353,0.111,2.75450953264306e-272,"Monocytes / Macrophages"
"ATP6V0D1",1.90165716839437e-274,0.571453978844855,0.455,0.177,3.739038324497e-270,"Monocytes / Macrophages"
"PLA2G15",2.20411807432885e-274,0.314740299061836,0.152,0.022,4.33373695774539e-270,"Monocytes / Macrophages"
"CRYL1",2.81835497000386e-273,0.421547437301337,0.301,0.086,5.54144954202158e-269,"Monocytes / Macrophages"
"BCAT1",3.99152500667501e-273,0.407822664861181,0.231,0.053,7.84813646812441e-269,"Monocytes / Macrophages"
"TNFAIP8L2",4.29427738126999e-273,0.250275515810282,0.121,0.012,8.44340818705306e-269,"Monocytes / Macrophages"
"GPR84",1.32112523207829e-272,0.4311375417685,0.136,0.017,2.59759643131233e-268,"Monocytes / Macrophages"
"LAMTOR2",6.29048033410952e-272,0.628000375242929,0.565,0.253,1.23683424329261e-267,"Monocytes / Macrophages"
"CIITA",8.27783468610483e-272,0.31816937384662,0.142,0.019,1.62758785598193e-267,"Monocytes / Macrophages"
"STXBP2",2.29646825217871e-271,0.369808289606204,0.365,0.115,4.51531587743377e-267,"Monocytes / Macrophages"
"ALCAM",7.37087147738775e-271,0.546587066276786,0.319,0.098,1.44926074988398e-266,"Monocytes / Macrophages"
"SGK3",4.21951846604221e-268,0.319660828245564,0.21,0.044,8.29641720793219e-264,"Monocytes / Macrophages"
"ZEB2",1.17039838575675e-267,0.540471905488428,0.495,0.198,2.30123730607492e-263,"Monocytes / Macrophages"
"CADM1",2.16465474827599e-267,0.301382404418204,0.174,0.03,4.25614416606026e-263,"Monocytes / Macrophages"
"MYO5A",4.02866892081691e-267,0.306369343501143,0.17,0.029,7.9211688321102e-263,"Monocytes / Macrophages"
"SLC38A6",1.00479041122427e-266,0.32642451478503,0.174,0.03,1.97561890654916e-262,"Monocytes / Macrophages"
"RHBDF2",9.53872377814981e-265,0.32615131794294,0.186,0.035,1.87550386925982e-260,"Monocytes / Macrophages"
"NFKBIA",2.21393562741717e-263,0.800339671077287,0.907,0.776,4.35304023062763e-259,"Monocytes / Macrophages"
"UPP1",1.59666958266372e-262,0.501605492357499,0.426,0.154,3.13937173343341e-258,"Monocytes / Macrophages"
"TKT",2.74435991763248e-261,0.534051950569966,0.556,0.244,5.39596047004898e-257,"Monocytes / Macrophages"
"SLC43A2",4.11421115746778e-261,0.362808882228076,0.195,0.04,8.08936197781314e-257,"Monocytes / Macrophages"
"LGALS31",2.95908075394819e-259,1.21017951455544,0.738,0.506,5.81814457841293e-255,"Monocytes / Macrophages"
"CMTM6",1.85056333734993e-258,0.604469489777945,0.539,0.235,3.63857763389744e-254,"Monocytes / Macrophages"
"BLVRA",2.74877487320787e-258,0.552021851781364,0.382,0.136,5.40464115570132e-254,"Monocytes / Macrophages"
"AOAH",1.62326874813522e-257,0.358721451255829,0.26,0.067,3.19167101258347e-253,"Monocytes / Macrophages"
"HSPA1B",1.77877775132229e-257,0.91583265163591,0.593,0.317,3.49743281464989e-253,"Monocytes / Macrophages"
"RGS2",4.77009990097727e-257,1.02572888486761,0.668,0.368,9.3789704253015e-253,"Monocytes / Macrophages"
"GRB2",6.69185153726012e-257,0.492602099791696,0.462,0.181,1.31575184925608e-252,"Monocytes / Macrophages"
"MIR155HG",1.22941148613752e-256,0.451715280195604,0.193,0.039,2.41726886404359e-252,"Monocytes / Macrophages"
"SAP30",1.11748105310839e-255,0.440734762199689,0.2,0.043,2.19719124662171e-251,"Monocytes / Macrophages"
"VMA21",3.04975489244706e-255,0.465117626222166,0.33,0.105,5.9964280695294e-251,"Monocytes / Macrophages"
"NAGA",5.29871022184187e-255,0.386627449482036,0.222,0.052,1.04183240381855e-250,"Monocytes / Macrophages"
"SPINT2",7.44164864930432e-255,0.387023512028329,0.372,0.124,1.46317695742621e-250,"Monocytes / Macrophages"
"AC020656.1",3.66792823332396e-254,0.628673639908198,0.191,0.039,7.21188049236156e-250,"Monocytes / Macrophages"
"P2RX7",1.58182406891092e-253,0.258917441727703,0.12,0.013,3.11018248429265e-249,"Monocytes / Macrophages"
"BRI3",2.04125707266197e-253,0.750327019777795,0.456,0.191,4.01351965626797e-249,"Monocytes / Macrophages"
"PLBD1",1.95181809185667e-252,0.358641000984801,0.32,0.099,3.83766473220858e-248,"Monocytes / Macrophages"
"IDH1",3.02926255212144e-252,0.437353495524559,0.261,0.071,5.95613602998118e-248,"Monocytes / Macrophages"
"CLEC4A",5.34643058996882e-252,0.37931718101325,0.175,0.033,1.05121518259967e-247,"Monocytes / Macrophages"
"STMN1",1.27258725304416e-251,0.471332838446856,0.401,0.145,2.50216105693543e-247,"Monocytes / Macrophages"
"GNA13",2.83268400272513e-251,0.419822561353938,0.266,0.073,5.56962328615815e-247,"Monocytes / Macrophages"
"SIRPA",1.10811939052261e-250,0.364590247928996,0.231,0.057,2.17878434564555e-246,"Monocytes / Macrophages"
"LPCAT2",1.66155708578136e-250,0.394241372157093,0.225,0.054,3.26695354206331e-246,"Monocytes / Macrophages"
"RBPJ",5.60587042776953e-250,0.701017984116481,0.621,0.303,1.10222624350805e-245,"Monocytes / Macrophages"
"IRS2",1.074958337102e-249,0.464550108818763,0.368,0.128,2.11358308240995e-245,"Monocytes / Macrophages"
"ACTR2",1.639752341727e-249,0.547657580430735,0.592,0.272,3.22408105430363e-245,"Monocytes / Macrophages"
"TNFAIP3",5.54160335159387e-249,0.512411504366542,0.699,0.355,1.08959005099039e-244,"Monocytes / Macrophages"
"TNFSF12",1.21022540965176e-248,0.388898930124347,0.292,0.086,2.37954520045729e-244,"Monocytes / Macrophages"
"ABHD12",7.18820626461098e-248,0.369645763116431,0.235,0.059,1.41334511574781e-243,"Monocytes / Macrophages"
"MAF",7.06623389875398e-247,0.490245914511455,0.316,0.099,1.38936290917301e-242,"Monocytes / Macrophages"
"TNFAIP21",1.77292734940477e-246,0.480863467038834,0.32,0.103,3.48592975439965e-242,"Monocytes / Macrophages"
"IL1RN",9.89831457925751e-245,0.757595083173244,0.155,0.027,1.94620661257361e-240,"Monocytes / Macrophages"
"EIF4EBP1",2.07215568451513e-244,0.458438458363716,0.351,0.12,4.07427250689364e-240,"Monocytes / Macrophages"
"DMXL2",3.28195271877024e-244,0.313288452575726,0.157,0.027,6.45297543564605e-240,"Monocytes / Macrophages"
"OSTF1",3.74521170467955e-244,0.383309700010082,0.442,0.168,7.36383525374092e-240,"Monocytes / Macrophages"
"TLR4",6.45392244271635e-244,0.363805023504623,0.195,0.042,1.26897023068689e-239,"Monocytes / Macrophages"
"RAB5C",4.89221485781395e-243,0.56951365778713,0.618,0.306,9.61907285343378e-239,"Monocytes / Macrophages"
"IL10",5.3360115169893e-243,0.787446947500308,0.164,0.03,1.04916658447044e-238,"Monocytes / Macrophages"
"ARL4C",3.10641218263176e-242,0.361616301140564,0.358,0.119,6.10782763349057e-238,"Monocytes / Macrophages"
"HACD4",3.52834146444478e-241,0.396776552640023,0.23,0.058,6.93742498739133e-237,"Monocytes / Macrophages"
"TNFRSF21",4.29820890295754e-240,0.298182159611763,0.157,0.027,8.45113834499511e-236,"Monocytes / Macrophages"
"LITAF",1.61109470495376e-238,0.703465154363254,0.709,0.417,3.16773440888009e-234,"Monocytes / Macrophages"
"RNF149",2.00721861187619e-238,0.483798548249445,0.405,0.154,3.94659323467097e-234,"Monocytes / Macrophages"
"VOPP1",7.91211347470211e-238,0.398820807231211,0.265,0.076,1.55567975139593e-233,"Monocytes / Macrophages"
"STAC3",3.07568830846345e-237,0.271533276046638,0.116,0.014,6.04741835210083e-233,"Monocytes / Macrophages"
"QKI",5.4092706235431e-237,0.454081236205441,0.351,0.123,1.06357079000104e-232,"Monocytes / Macrophages"
"TMIGD3",1.84405789779681e-236,0.349909309053063,0.106,0.011,3.62578663864809e-232,"Monocytes / Macrophages"
"TFPT",2.52487178502952e-236,0.325934469404551,0.223,0.055,4.96440290372504e-232,"Monocytes / Macrophages"
"SPRED1",3.83706245313945e-235,0.445648082547681,0.166,0.032,7.54443219536278e-231,"Monocytes / Macrophages"
"SNX8",4.92272669801546e-234,0.369339222804149,0.172,0.034,9.679065233638e-230,"Monocytes / Macrophages"
"USF2",1.03961737152465e-233,0.384680943149942,0.331,0.111,2.04409567589177e-229,"Monocytes / Macrophages"
"PTPN18",1.56244729173957e-233,0.378150162356476,0.296,0.092,3.07208386501834e-229,"Monocytes / Macrophages"
"SPP1",2.02715602430651e-233,2.48294314109141,0.421,0.175,3.98579417499146e-229,"Monocytes / Macrophages"
"JPT1",2.46275151640175e-231,0.51814550398111,0.39,0.145,4.84226203154911e-227,"Monocytes / Macrophages"
"CD53",1.82048639813476e-230,0.314153773998626,0.652,0.283,3.57944035601256e-226,"Monocytes / Macrophages"
"SCAMP2",2.47723799710851e-230,0.414381527525341,0.371,0.136,4.87074534991475e-226,"Monocytes / Macrophages"
"BST2",1.86582609640882e-229,0.319977636571086,0.601,0.269,3.66858727075903e-225,"Monocytes / Macrophages"
"LHFPL2",6.64818634713601e-229,0.331293760418914,0.177,0.037,1.30716639957388e-224,"Monocytes / Macrophages"
"GPX41",8.7734393713795e-228,0.604171033597685,0.844,0.595,1.72503364920064e-223,"Monocytes / Macrophages"
"COMT",1.0449775432518e-227,0.532806855424355,0.524,0.243,2.05463484554168e-223,"Monocytes / Macrophages"
"TLR1",2.56840412472092e-226,0.25675595658869,0.122,0.017,5.04999619002627e-222,"Monocytes / Macrophages"
"NCF1",2.5965541962234e-226,0.359188349470095,0.284,0.085,5.10534486061444e-222,"Monocytes / Macrophages"
"TMEM176A1",3.11790760110961e-225,0.464920095823664,0.353,0.127,6.13042992530171e-221,"Monocytes / Macrophages"
"FMNL2",1.02394577753457e-224,0.250106328190325,0.179,0.038,2.01328218778847e-220,"Monocytes / Macrophages"
"EMILIN2",7.07485598025715e-224,0.361268966338322,0.217,0.056,1.39105818283816e-219,"Monocytes / Macrophages"
"FXYD5",1.58090047618326e-223,0.488715374467804,0.765,0.433,3.10836651627152e-219,"Monocytes / Macrophages"
"TWF2",1.68828063287671e-223,0.439735998077768,0.361,0.132,3.31949738036218e-219,"Monocytes / Macrophages"
"CST31",2.28306050943566e-223,0.46049061702861,0.972,0.68,4.4889535736524e-219,"Monocytes / Macrophages"
"MGST2",3.14129637728217e-223,0.378392989517622,0.426,0.169,6.17641693701221e-219,"Monocytes / Macrophages"
"MIS18BP1",4.49780533307196e-223,0.421381831144181,0.35,0.125,8.84358484588609e-219,"Monocytes / Macrophages"
"BLOC1S1",1.40298996416899e-222,0.54932360284011,0.662,0.35,2.75855886754907e-218,"Monocytes / Macrophages"
"RIPK2",1.51630575047528e-222,0.442425118984474,0.337,0.118,2.9813603665845e-218,"Monocytes / Macrophages"
"TPM3",2.64614326002125e-222,0.559812342554891,0.762,0.434,5.20284687785377e-218,"Monocytes / Macrophages"
"HEXA1",1.68096536343931e-221,0.488481292578944,0.49,0.218,3.30511409759438e-217,"Monocytes / Macrophages"
"THBD",1.79129883627464e-220,0.957530302222659,0.354,0.139,3.5220517718832e-216,"Monocytes / Macrophages"
"HCST",4.28076628957984e-220,0.434720996659169,0.686,0.333,8.41684267857187e-216,"Monocytes / Macrophages"
"ME1",5.18060818282992e-220,0.257998959035336,0.121,0.017,1.01861118090802e-215,"Monocytes / Macrophages"
"HSPA6",2.01891989737225e-219,0.350017831310585,0.196,0.046,3.96960030221332e-215,"Monocytes / Macrophages"
"PLEKHB2",3.59944026286157e-219,0.412681893753299,0.322,0.112,7.07721944483843e-215,"Monocytes / Macrophages"
"CXCL1",2.23723665688155e-218,1.41354975033773,0.23,0.066,4.3988547147605e-214,"Monocytes / Macrophages"
"LPXN",3.76010097907601e-218,0.330870456060138,0.235,0.064,7.39311054505925e-214,"Monocytes / Macrophages"
"NR4A2",7.56800952046827e-218,0.641376123397031,0.615,0.322,1.48802203191447e-213,"Monocytes / Macrophages"
"COLGALT1",1.12682301388066e-217,0.322076030001449,0.186,0.043,2.21555940989216e-213,"Monocytes / Macrophages"
"GNAQ",1.92107827340011e-217,0.424885946294601,0.35,0.129,3.7772241011593e-213,"Monocytes / Macrophages"
"M6PR",2.53629957180472e-217,0.406882957497862,0.43,0.175,4.98687221808243e-213,"Monocytes / Macrophages"
"REL",1.9287302834533e-216,0.443264778511582,0.581,0.275,3.79226948332587e-212,"Monocytes / Macrophages"
"SRGAP2",9.39123428327888e-216,0.322753577774391,0.185,0.042,1.84650448477829e-211,"Monocytes / Macrophages"
"C1orf54",1.66946815909767e-215,0.445869062255883,0.35,0.129,3.28250829441783e-211,"Monocytes / Macrophages"
"ANXA51",1.01569117292182e-212,0.629869506569706,0.794,0.501,1.99705198419888e-208,"Monocytes / Macrophages"
"SH3BGRL",5.79682846533416e-212,0.516163216129602,0.759,0.458,1.139772412854e-207,"Monocytes / Macrophages"
"MAP3K8",2.30113786018027e-210,0.544844099818161,0.537,0.251,4.52449726068645e-206,"Monocytes / Macrophages"
"LAP3",4.04934013329802e-209,0.462882696219687,0.42,0.173,7.96181257009056e-205,"Monocytes / Macrophages"
"EPSTI1",5.82235236074507e-209,0.367353941848666,0.238,0.067,1.14479092116969e-204,"Monocytes / Macrophages"
"NAIP",6.30453422398792e-209,0.338451155265084,0.178,0.041,1.2395975191205e-204,"Monocytes / Macrophages"
"ME2",1.03122051879433e-208,0.31876935531961,0.213,0.056,2.02758578405342e-204,"Monocytes / Macrophages"
"JAML",3.3859873382546e-208,0.302976569350497,0.347,0.121,6.6575283044762e-204,"Monocytes / Macrophages"
"TPT1",4.51705129695145e-208,0.438668206980368,0.993,0.979,8.88142626006594e-204,"Monocytes / Macrophages"
"HIF1A",2.02803894455033e-206,0.523681075709216,0.512,0.242,3.98753017277486e-202,"Monocytes / Macrophages"
"CD93",1.49277437668938e-205,0.430301916329983,0.256,0.08,2.93509297944665e-201,"Monocytes / Macrophages"
"FOS",9.65596361138945e-205,0.851967214556304,0.912,0.819,1.89855556527139e-200,"Monocytes / Macrophages"
"NFKBIE",2.04009673261338e-204,0.313572431780139,0.202,0.052,4.01123819566443e-200,"Monocytes / Macrophages"
"PICALM",1.0824093597271e-203,0.400273184056693,0.372,0.145,2.12823328309542e-199,"Monocytes / Macrophages"
"DSE",1.38251907665986e-203,0.422255189558461,0.289,0.098,2.71830900852862e-199,"Monocytes / Macrophages"
"PRKACB",1.87000265385921e-203,0.250913866552769,0.215,0.057,3.67679921801797e-199,"Monocytes / Macrophages"
"PLXND1",2.84685344717941e-203,0.290128968918969,0.203,0.053,5.59748324784415e-199,"Monocytes / Macrophages"
"DUSP1",2.9226264786479e-202,0.603185471014466,0.915,0.746,5.7464681823175e-198,"Monocytes / Macrophages"
"ATOX1",3.28314629973543e-202,0.552489394559266,0.57,0.294,6.45532225453981e-198,"Monocytes / Macrophages"
"WASHC4",8.33906367436889e-202,0.288704056114617,0.22,0.061,1.63962669965441e-197,"Monocytes / Macrophages"
"EFHD2",3.65992648698734e-201,0.422930702736386,0.293,0.099,7.1961474587145e-197,"Monocytes / Macrophages"
"LIMS1",2.77844815671387e-200,0.439559564494654,0.478,0.217,5.46298476573082e-196,"Monocytes / Macrophages"
"LTC4S",3.71217620014274e-200,0.376591205152905,0.262,0.083,7.29888084472065e-196,"Monocytes / Macrophages"
"ADGRE2",9.76120769861827e-199,0.286448139558907,0.146,0.029,1.91924865770232e-194,"Monocytes / Macrophages"
"CLIC1",5.81460918801427e-198,0.597066244473822,0.878,0.645,1.14326845854736e-193,"Monocytes / Macrophages"
"GNS",6.29536261102121e-198,0.349603494289922,0.282,0.094,1.23779419657899e-193,"Monocytes / Macrophages"
"NFKBID",7.80301280977803e-198,0.333100692936262,0.247,0.075,1.53422837865856e-193,"Monocytes / Macrophages"
"CSF3R",1.01974481876784e-197,0.284236034289972,0.184,0.045,2.00502226266133e-193,"Monocytes / Macrophages"
"ACP2",3.69820360864518e-196,0.291634297863207,0.211,0.058,7.27140793531816e-192,"Monocytes / Macrophages"
"GNB4",5.99388613110211e-196,0.315226136516935,0.22,0.063,1.1785178910973e-191,"Monocytes / Macrophages"
"GNA15",1.75057418067795e-195,0.363516509156138,0.182,0.045,3.44197895404898e-191,"Monocytes / Macrophages"
"EREG",2.56391402079357e-194,0.751939675588844,0.24,0.074,5.04116774768431e-190,"Monocytes / Macrophages"
"PLSCR1",3.0405515176767e-194,0.456468333139105,0.469,0.213,5.97833239405593e-190,"Monocytes / Macrophages"
"UBE2D1",4.9110504687125e-193,0.399967626950038,0.349,0.135,9.65610743158251e-189,"Monocytes / Macrophages"
"TRMT1",8.4978880760056e-193,0.37249143349945,0.217,0.062,1.67085475350422e-188,"Monocytes / Macrophages"
"ACER3",1.01083434814594e-192,0.267641200106623,0.19,0.049,1.98750249532455e-188,"Monocytes / Macrophages"
"SIGLEC10",1.49510395820997e-192,0.267884305760483,0.133,0.025,2.93967340263244e-188,"Monocytes / Macrophages"
"GLA",2.64348485626354e-192,0.305208539416238,0.225,0.066,5.19761992438537e-188,"Monocytes / Macrophages"
"FGD4",2.86576158795273e-192,0.344975102503521,0.201,0.055,5.63466043423265e-188,"Monocytes / Macrophages"
"H3F3A",5.27453933114188e-192,0.447477959953835,0.938,0.795,1.03707992328912e-187,"Monocytes / Macrophages"
"SOAT1",8.50341841064003e-192,0.323050383540297,0.276,0.092,1.67194212790004e-187,"Monocytes / Macrophages"
"ZNF267",3.63506793494327e-191,0.31106516214677,0.262,0.084,7.14727057368545e-187,"Monocytes / Macrophages"
