"","ciri2_ids","dcc_ids"
"500","chr7:59566764-59587384","chr6:4278307-4315062"
"501","chr18:14654702-14663398","chr6:125568127-125594377"
"502","chr3:21878521-21904269","chr18:63784568-63844188"
"503","chr8:45691134-45743143","chr17:2912741-3073820"
"504","chr1:193104517-193114307","chr3:1988750-1998592"
"505","chr7:18427969-18430356","chr20:4648994-4768637"
"506","chr1:174609600-174613577","chr6:12179226-12179776"
"507","chr5:64346707-64358597","chr1:11905755-11906349"
"508","chr1:278698312-278701866","chr18:31461554-31463598"
"509","chr3:1988750-1998592","chr7:29284390-29288495"
"510","chr1:221156954-221157236","chr1:128625388-128637195"
"511","chr11:31723564-31733245","chr1:221158161-221158250"
"512","chr4:49207203-49220556","chr10:59294314-59298784"
"513","chr6:122741264-122741693","chr18:6218154-6230145"
"514","chr18:59207484-59245202","chr13:75177963-75192743"
"515","chr5:50318351-50319000","chr3:50074594-50091781"
"516","chr16:71862024-71865681","chr17:76729094-76733565"
"517","chr5:60591600-60597799","chr3:94736244-94745177"
"518","chr15:36934315-36940208","chr1:104583432-104583489"
"519","chr9:73752937-73773659","chr1:221158209-221158250"
"520","chr15:59249769-59250976","chr19:40922649-40923916"
"521","chr18:17404077-17502228","chr1:221156954-221157236"
"522","chr14:7186515-7190518","chr1:190980864-190991049"
"523","chr20:13906484-13921285","chr6:144198389-144275563"
"524","chr11:86824053-86834088","chr15:48241671-48284550"
"525","chr14:5870915-5943886","chr11:34879058-34922336"
"526","chr11:89316354-89332868","chr8:70339051-70352964"
"527","chr19:43899905-43908769","chr8:79639632-79648500"
"528","chr11:74759325-74786639","chr1:185283877-185283911"
"529","chr17:54354448-54362356","chr6:72548978-72550668"
"530","chr15:48165423-48172696","chr5:58870933-58873011"
"531","chr5:119207376-119225330","chr20:34646376-34656748"
"532","chr4:96739878-96745521","chr10:590904-593608"
"533","chr4:151118221-151124504","chr2:227486915-227523046"
"534","chr5:157863697-157864867","chr13:43807799-43830230"
"535","chr9:88135059-88137531","chr6:91624477-91624508"
"536","chr19:56064443-56067048","chr1:211754068-211754454"
"537","chr7:14539567-14541384","chr12:36955272-36956043"
"538","chr1:278698312-278749829","chr1:128239552-128242835"
"539","chr3:140555175-140616459","NW_007906222.1:11235-12949"
"540","chr12:39627016-39635912","chr14:115183821-115214821"
"541","chr4:168499186-168517342","chr4:58714647-58739890"
"542","chrX:114016360-114105957","chrY:1142577-1153312"
"543","chr1:154439745-154447475","chr10:110495072-110508344"
"544","chr15:27768888-27769399","chr2:197722898-197836197"
"545","chr17:79609613-79612177","chr1:221155952-221156042"
"546","chr7:51410270-51416139","chr12:51937846-51945222"
"547","chr8:124353233-124355370","chr18:71141382-71149287"
"548","chr4:140870957-140876764","chr1:175171303-175218889"
"549","chr14:86326421-86326743","chr14:79953865-79974054"
"550","chr4:10775672-10777395","chr5:141215063-141229777"
"551","chr9:66751637-66758584","chr4:133741680-133744948"
"552","chr13:35658619-35669017","chr14:5550133-6529686"
"553","chrX:139736501-139737195","chr12:24513410-24524704"
"554","chr1:28253104-28286937","chr1:143712491-143718900"
"555","chr8:33312321-33317709","chr1:247944245-247945662"
"556","chr3:61781151-61818651","chr3:62666948-62675261"
"557","chr14:91797457-91858184","chr10:6991635-6992636"
"558","chr2:187525295-187532740","chr1:140131618-140142798"
"559","chr13:95193009-95196402","chr10:88433985-88434614"
"560","chr3:13270114-13288615","chr10:72756549-73014711"
"561","chr16:2138232-2171786","chr9:37910962-37923009"
"562","chr19:12691066-12713398","chr10:95051553-95054842"
"563","chr9:88630024-88653711","chr19:22113525-22179584"
"564","chr18:69642130-69647714","chr7:29286904-29288495"
"565","chr15:51822314-51823271","chr9:45203455-45207736"
"566","chr2:79322029-79429449","chr2:206534104-206536360"
"567","chr17:35907623-35909078","chr2:188163293-188192757"
"568","chr7:138739114-138742301","chr9:86083543-86103152"
"569","chr19:34266719-34272192","chr3:12860437-12892860"
"570","chr6:54522274-54530157","chr11:34612627-34614139"
"571","chr11:89108654-89110961","chr18:29118001-29118217"
"572","chr9:121831708-121843361","chr7:122866495-122874366"
"573","chr6:76591791-76626199","chr10:61476848-61498596"
"574","chr2:123738973-123743608","chr18:72571325-72597936"
"575","chr7:9897983-10096006","chr4:6477702-6477983"
"576","chr5:156454276-156455447","chr1:166208849-166259335"
"577","chr9:69854064-69860576","chr4:96736381-96787475"
"578","chr2:49155620-49170023","chr8:53972202-53975672"
"579","chr4:6164583-6169550","chr8:130584893-130586479"
"580","chr17:5559657-5571375","chr17:63849305-63879166"
"581","chr4:119077003-119083375","chr4:66888427-66895663"
"582","chr16:22979368-22980295","chr7:94382556-94382668"
"583","chr16:26623728-26633439","chr1:163858978-163859009"
"584","chr2:225570720-225591523","chr2:34396320-34404958"
"585","chr15:3233141-3239097","chr18:5056822-5057685"
"586","chr4:10225077-10240112","chr5:136521381-136521545"
"587","chr17:1057871-1065593","chr2:31816052-31816763"
"588","chr5:167516581-167581074","chr2:5636554-5640909"
"589","chr14:45668936-45683858","chr2:188269009-188286112"
"590","chr8:68539308-68542150","chr15:58184903-58194322"
"591","chr4:49201155-49220556","chr18:44523400-44532874"
"592","chr14:37238505-37254001","chr12:22104048-22104270"
"593","chr10:16724062-16727861","chr9:73752937-73799430"
"594","chr7:119987740-119990759","chr15:48443441-48448185"
"595","chr8:21481642-21490337","chr4:150825383-150829741"
"596","chrX:119208336-119223573","chr12:25021095-25021433"
"597","chr3:147782473-147785568","chr4:58469325-58485447"
"598","chr10:66806816-66822005","chr17:1057871-1065593"
"599","chr8:55398022-55402713","chr1:204959173-204988430"
"600","chr4:181910549-181913546","chr1:241963278-241964424"
"601","chr7:62929510-62931338","chr10:98420455-98485187"
"602","chr14:85012808-85061960","chr13:34515329-34528874"
"603","chr14:91797457-91804795","chr8:73732789-73737419"
"604","chr10:55419844-55436069","chr2:185599195-185612494"
"605","chr9:71954951-71960153","chr4:27449971-27463961"
"606","chr1:204761727-204780713","chr14:81037649-81053908"
"607","chr1:143712491-143723739","chr2:224794357-224803455"
"608","chr2:140592437-140597578","chr18:69642130-69657373"
"609","chr1:12452484-12454601","chr5:136420692-136510629"
"610","chr8:72138878-72148728","chr6:72537858-72538290"
"611","chr10:58961407-58965487","chr6:30631222-30631668"
"612","chr1:255636891-255637533","chr2:172312783-172350004"
"613","chr9:96970457-96979167","chr1:128978104-128978649"
"614","chr7:138739114-138820528","chr14:88761036-88775039"
"615","chr3:172518176-172524861","chr8:85452642-85455670"
"616","chr13:83601157-83607039","chr19:37211036-37211107"
"617","chr1:6837861-6841171","chr9:121831708-121843361"
"618","chr9:93208928-93239075","chr15:34277381-34277914"
"619","chr13:35597462-35669017","chr3:59670519-59680308"
"620","chr16:29875983-29886801","chr5:136437825-136510629"
"621","chr12:24672112-24675150","chr8:72823430-72828397"
"622","chr1:204960841-204980121","chr3:10659684-10663946"
"623","chr1:91873487-91879026","chr1:88586311-88592011"
"624","chr6:125568127-125569718","chr13:56922043-57008467"
"625","chr2:187045742-187051162","chr20:5140144-5140385"
"626","chr6:104828874-104846483","chr1:174526429-174556451"
"627","chr1:127238866-127255047","chr6:129621583-129630459"
"628","chr18:72593000-72611211","chr6:124386601-124400951"
"629","chr4:66193731-66212096","chr14:37552177-37583161"
"630","chr8:90470886-90483077","chr3:38609106-38614592"
"631","chr1:238998947-239014340","chr15:2849126-2867333"
"632","chr1:204958606-204961691","chrX:63177769-63182385"
"633","chr20:47893649-47896656","chr20:44909953-44925198"
"634","chr15:110234718-110248309","chr6:828602-872927"
"635","chr2:29105950-29114770","chr5:73937165-73976112"
"636","chr5:76711755-76728269","chr1:46959021-46968866"
"637","chr8:87510423-87525668","chr1:91364166-91364392"
"638","chr9:51469347-51524024","chr2:206549585-206570833"
"639","chr10:48728451-48753281","chr4:31547460-31548459"
"640","chr5:141418722-141423494","chr10:88861721-88861804"
"641","chr5:152619586-152621233","chr1:221158107-221158248"
"642","chr2:44554761-44564131","chr6:134915743-134920468"
"643","chr2:107332440-107336938","chr17:23699767-23701761"
"644","chr7:70688610-70697117","chr4:114879427-114880228"
"645","chr13:68123228-68126511","chr12:24991049-24992268"
"646","chr18:26653959-26670959","chr1:204958606-204961691"
"647","chr9:92859987-92880445","chr10:845967-846231"
"648","chr5:166485517-166492515","chr1:11910418-11910611"
"649","chr10:110101466-110101880","chr3:2021173-2037677"
"650","chr12:10527308-10534434","chr1:134843160-134848903"
"651","chr5:128959422-128973060","chr6:14480490-14490352"
"652","chr2:247429495-247446708","chr1:164046102-164064815"
"653","chr3:148837814-148862118","chr4:147527096-147528435"
"654","chr5:100523899-100640984","chr10:71292795-71298197"
"655","chr17:79740146-79777211","chr14:108446849-108456923"
"656","chr13:44907813-44937796","chr3:155326894-155331002"
"657","chr10:20422464-20424134","chr8:39790059-39807952"
"658","chr4:82682367-82685493","chr8:131890854-131899240"
"659","chr9:51509173-51524024","chr19:34270069-34298610"
"660","chr4:182569250-182594233","chr19:42911935-42920390"
"661","chr2:31816052-31816763","chr1:165414771-165415667"
"662","chr9:30996391-31009155","chr7:78010927-78024891"
"663","chr7:2558105-2558739","chr15:41950295-41951518"
"664","chr10:85169572-85172858","chr17:87758882-87771508"
"665","chr19:33058446-33073342","chr20:4302484-4493387"
"666","chr20:18833481-18835620","chrMT:4605-4837"
"667","chr3:123077758-123078115","chr17:70309152-70310609"
"668","chr18:17404077-17496916","chr8:26290097-26303578"
"669","chr9:94463647-94474809","chr1:161928871-161932898"
"670","chr6:72717570-72737402","chr14:37228632-37254001"
"671","chr9:111597035-111756949","chr2:95020979-95029068"
"672","chr10:6991635-6992636","chr1:12128638-12134025"
"673","chr20:43092420-43093954","chr9:93210762-93211198"
"674","chr10:92406311-92432295","chr9:1442054-1446134"
"675","chr13:73615097-73622224","chr1:249674959-249677050"
"676","chr1:198967641-198972343","chr5:105243242-105253190"
"677","chr5:24473219-24478439","chr15:27768888-27769399"
"678","chr1:204959155-204961691","chr3:119296641-119302965"
"679","chr17:33632046-33659382","chr13:56114438-56151534"
"680","chr7:109118960-109123316","chr5:129413066-129457884"
"681","chr5:119097703-119129476","chr10:63840631-63841166"
"682","chr4:58719694-58725647","chr19:34298523-34312530"
"683","chr8:72231561-72261300","chr10:38625387-38633058"
"684","chr3:21859562-21904269","chr7:64959567-64961215"
"685","chr15:6349802-6464312","chr16:75598249-75636405"
"686","chr1:15488392-15494771","chr9:94463647-94464799"
"687","chr10:590904-593608","chr3:93975723-93976980"
"688","chr12:9229552-9240810","chr14:46517869-46653960"
"689","chr6:124596541-124629605","chr1:203272587-203286711"
"690","chr6:7623900-7698590","chr6:135672583-135696475"
"691","chr9:82580816-82598718","chr5:167653676-167655345"
"692","chr6:129621583-129660096","chr7:140976135-140977523"
"693","chr7:64959567-64961215","chr4:125762257-125789911"
"694","chr14:60581951-60586776","chr18:59067798-59076998"
"695","chr8:85436186-85444178","chr10:62010266-62482957"
"696","chr5:128714471-128733959","chr13:73239822-73265813"
"697","chr19:22143683-22179584","chr3:11394659-11396393"
"698","chr6:109850518-109875835","chr3:111250424-111251407"
"699","chr1:25767968-25787662","chr5:147363511-147367416"
"700","chrX:119115334-119117197","chr4:19289720-19309649"
"701","chr14:106492370-106500203","chrMT:13313-13385"
"702","chr16:7577726-7586144","chr18:16472884-16475633"
"703","chr8:26290097-26294259","chrX:22411699-22412814"
"704","chr16:49367616-49369496","chr17:6956737-6979316"
"705","chr2:22790074-22792220","chr14:91797457-91804795"
"706","chr18:31461554-31463598","chr9:98146063-98146367"
"707","chr11:64795077-64815165","chr2:227687641-227702229"
"708","chr8:25644050-25651193","chr2:247949322-247953356"
"709","chr10:61207781-61217982","chr1:88151035-88153022"
"710","chr2:188298849-188309036","chr15:41008529-41011344"
"711","chr6:125568127-125594377","chr8:122024123-122038442"
"712","chr17:34787652-34799549","chr5:64566814-64572534"
"713","chr19:37629883-37633959","chr18:1342696-1346489"
"714","chr6:2956091-2961394","chr1:221158368-221158528"
"715","chr8:64205386-64214997","chr6:125538240-125590030"
"716","chr16:71828773-71874158","chr1:166383828-166385907"
"717","chr17:5511386-5548199","chr13:26826515-26836657"
"718","chr5:122655270-122671094","chr1:221158185-221158248"
"719","chr2:189723524-189729005","chr12:24991047-24992275"
"720","chrX:128202172-128211753","chr1:11966670-11967094"
"721","chr19:29642344-29645344","chr6:60609626-60618957"
"722","chr10:38712831-38720071","chr1:48159526-48160357"
"723","chr11:89328437-89332868","chr2:62161785-62163724"
"724","chr3:111742458-111749214","chr15:1734706-1753492"
"725","chr9:103192881-103200530","chr4:96732982-96810129"
"726","chr12:9165634-9177290","chr5:136420698-136471341"
"727","chr7:123600187-123634890","chr2:34577936-34578046"
"728","chrX:105071497-105074006","chr1:219353460-219354165"
"729","chr16:71849834-71853546","chr1:175781052-175781523"
"730","chr1:175252582-175284224","chr10:61476849-61483913"
"731","chr12:40329454-40332371","chr4:49210934-49220556"
"732","chr3:166743545-166746478","chr5:136437825-136447778"
"733","chr4:65590346-65613754","chr10:29318809-29330456"
"734","chr9:112317485-112318444","chr1:177129021-177130995"
"735","chr19:30869716-30870010","chr3:112891473-112899649"
"736","chr10:20321532-20392169","chr7:70688610-70731463"
"737","chr4:148256642-148258399","chr3:8048947-8049436"
"738","chr4:152355108-152355930","chr1:91873487-91879026"
"739","chr1:265605456-265653628","chr3:62719200-62733674"
"740","chr16:49648477-49663240","chr11:61450400-61475868"
"741","chr1:278580846-278594581","chr1:201183051-201188802"
"742","chr8:6150134-6161740","chr3:81127393-81143240"
"743","chr7:119987740-119990307","chr2:240802100-240803077"
"744","chr3:59048947-59063253","chr11:7355304-7362812"
"745","chr1:215905137-215914784","chr14:42803980-42809348"
"746","chr5:136420692-136471341","chr8:21643844-21652864"
"747","chr20:45189472-45193661","chr2:141024600-141026192"
"748","chr19:34298523-34346224","chr17:85046029-85057912"
"749","chr1:247944245-247960553","chr12:28218157-28225010"
"750","chr7:82362311-82368737","chr9:66751637-66770533"
"751","chr8:55345176-55402713","chr11:34065892-34070810"
"752","chr6:144216930-144225627","chr5:138606008-138646976"
"753","chr6:96487054-96541680","chr2:57131253-57179300"
"754","chr2:20488617-20531444","chr6:132551396-132555729"
"755","chr10:65886934-65896816","chr17:348097-356722"
"756","chr1:139943398-139956356","chr11:89316354-89332868"
"757","chr19:25886356-25903940","chr17:79761095-79777211"
"758","chr4:150781208-150803194","chr10:48046003-48048776"
"759","chr11:84619089-84633565","chr2:123597469-123600232"
"760","chr19:38861941-38868361","chr5:150850432-150865550"
"761","chr8:64712695-64734479","chr14:17407714-17408515"
"762","chr20:34646376-34656748","chr16:2289439-2298816"
"763","chr7:64945305-64961215","chr9:112406660-112412113"
"764","chrX:119208336-119213196","chr4:27509136-27563899"
"765","chr1:163203870-163216364","chr2:207283687-207283950"
"766","chr5:77106304-77114667","chr6:125550201-125569718"
"767","chr5:75990187-76011558","chr1:221158390-221158545"
"768","chr19:22172781-22179584","chr2:171170990-171172517"
"769","chr4:124694516-124767723","chr18:28380180-28383317"
"770","chr12:48835825-48837529","chr2:140366057-140387503"
"771","chr9:11194239-11219449","chr10:61464686-61498597"
"772","chr1:116604549-116610544","chr4:8223840-8239403"
"773","chr8:126382526-126390804","chr11:24479964-24498116"
"774","chr8:131890854-131899165","chr1:221155673-221156004"
"775","chr3:148837814-148852242","chr10:4624614-4625498"
"776","chr2:49109238-49112006","chr1:178907873-178908019"
"777","chr8:104493052-104514522","chr4:26336094-26341599"
"778","chr1:166351174-166368428","chr6:76616895-76626199"
"779","chr9:43968846-43977575","chr10:16724062-16727861"
"780","chr5:147482283-147483432","chr1:137247124-137257406"
"781","chr17:81177595-81187710","chr5:36043415-36046665"
"782","chr16:2121549-2126628","chr8:45676543-45694519"
"783","chr19:19881335-19884338","chr1:220039308-220042767"
"784","chr6:124625936-124677509","chr18:69634006-69647714"
"785","chr13:77000105-77051919","chr16:19891228-19891533"
"786","chr10:62623758-62664462","chr2:49192736-49192880"
"787","chr8:12160079-12161683","chr1:221158255-221158365"
"788","chr16:2114006-2126628","chr1:221158114-221158191"
"789","chr1:45923228-46014665","chr15:55151603-55154467"
"790","chr8:104192886-104202285","chr10:92346257-92358682"
"791","chr15:56804970-56818325","chr15:48165423-48172696"
"792","chr1:177569617-177569872","chr1:221158617-221158790"
"793","chr1:259396273-259409897","chr16:49648477-49663240"
"794","chr2:113177840-113198013","chr6:51145033-51155100"
"795","chr4:117383090-117384615","chr20:34646376-34647163"
"796","chr14:104268362-104277402","chrX:139736501-139737195"
"797","chr12:24996835-25001656","chr19:52991720-52991851"
"798","chr10:57508985-57541484","chr2:34491467-34517560"
"799","chr17:81173780-81187710","chr1:265386052-265401005"
"800","chr5:78495231-78516521","chr3:8048942-8049431"
"801","chr6:36764013-36766059","chr5:59437748-59440014"
"802","chr3:157001108-157002682","chr1:90151120-90151524"
"803","chr14:82239645-82240095","chr1:265342879-265343077"
"804","chr1:92039556-92043956","chrX:51692026-51794841"
"805","chr4:152526403-152536014","chr8:127289436-127301219"
"806","chr1:215934081-215968014","chr16:11046372-11051389"
"807","chr18:69634006-69647714","chr1:221158120-221158208"
"808","chr6:27858538-27897891","chr20:14335985-14342412"
"809","chr7:130522030-130524289","chr13:90508603-90508821"
"810","chr3:38609106-38614592","chr20:5140137-5140378"
"811","chr7:70790920-70792642","chr18:79530861-79532387"
"812","chr5:106171074-106171781","chr17:24070636-24073858"
"813","chr3:63717453-63756786","chr6:76487880-76492176"
"814","chr17:87396008-87396291","chr9:51509173-51524024"
"815","chr1:62532596-62541278","chr14:83236400-83236920"
"816","chr13:41898165-41907307","chr3:112752502-112762808"
"817","chr18:1337228-1354828","chr14:71861197-71877488"
"818","chr11:45492229-45497839","chr18:71698542-71701423"
"819","chr17:84855705-84901793","chr10:764468-776872"
"820","chr1:220047471-220049075","chr9:38014670-38022569"
"821","chr7:122866495-122874366","chr1:221158119-221158181"
"822","chr10:805713-835214","chr16:2121549-2126628"
"823","chr13:98386342-98403224","chr1:251262192-251269854"
"824","chr10:67965487-67982051","chr6:871525-907083"
"825","chr2:128562842-128626488","chr12:24991058-24992272"
"826","chr10:63412175-63416200","chr14:4178531-4182331"
"827","chr12:48509737-48531389","chr18:75203861-75207308"
"828","chr20:33572451-33578083","chr3:71788186-71826755"
"829","chr3:112891473-112899649","chr1:233578229-233581182"
"830","chr9:10773884-10775310","chr4:6477706-6477987"
"831","chr9:53475012-53508890","chr6:1613963-1614878"
"832","chr8:33252442-33296545","chr19:10842290-10844559"
"833","chr2:93488471-93495152","chr8:23508992-23524947"
"834","chr4:131366412-131382968","chr4:152355108-152355930"
"835","chr5:129621176-129647021","chr10:72171107-72179123"
"836","chr16:2578902-2581762","chr17:5569747-5571375"
"837","chr7:29286904-29288495","chr1:62532596-62541278"
"838","chr1:261347528-261350203","chr10:16706378-16730140"
"839","chr6:4278307-4315062","chr14:114649026-114649217"
"840","chr2:198280135-198281465","chr2:80215799-80234308"
"841","chr3:81134588-81159096","chr4:66193731-66212096"
"842","chr13:101704470-101715410","chr7:60733754-60737965"
"843","chr8:64724416-64763815","chr7:142876379-142876468"
"844","chr3:136874645-136896550","chr5:151745-189219"
"845","chr12:40921342-40923559","chr17:16124900-16129065"
"846","chr1:141877382-141880461","chr1:142556681-142565170"
"847","chr17:79345740-79391846","chr3:64001434-64001467"
"848","chr2:144876416-144917472","chr17:763767-805012"
"849","chr3:11325952-11328601","chr18:77477060-77520779"
"850","chr1:101028250-101029473","chr4:28488037-28514174"
"851","chr13:34515329-34528874","chr7:14246803-14256219"
"852","chr1:253147925-253148277","chrMT:8812-8949"
"853","chr1:192952650-192953216","chr7:119987740-119990759"
"854","chr1:174165890-174174250","chr1:203152128-203299612"
"855","chr1:201183051-201188802","chr2:2903499-2918204"
"856","chr19:43119868-43124021","chr17:15674105-15674240"
"857","chr1:247922780-247945662","chr18:61323689-61340634"
"858","chr2:33933956-33955969","chr13:73615097-73622224"
"859","chr3:150692740-150696569","chrMT:4611-4843"
"860","chr17:29730437-29731094","chr15:23687231-23688831"
"861","chr4:66172555-66200637","chr5:124588622-124594190"
"862","chr10:81736165-81755839","chr1:221158126-221158214"
"863","chr4:65598100-65613754","chr3:123829471-123833222"
"864","chr1:21160905-21211619","chr4:31283236-31319229"
"865","chr6:96224909-96232767","chr2:247949323-247953356"
"866","chr15:37209491-37215694","chr8:33572918-33597389"
"867","chr19:10842290-10844559","chr7:30382502-30388657"
"868","chr13:72960660-72969502","chr9:17795244-17796133"
"869","chr11:79611540-79611741","chr3:13270114-13288615"
"870","chr19:32527921-32528958","chr6:111459649-111459878"
"871","chr3:54509941-54566332","chr12:6404013-6419916"
"872","chr1:104792188-104821976","chr2:47139938-47146434"
"873","chr7:60390972-60408823","chr5:64566814-64584309"
"874","chr1:185261106-185267832","chr8:70203322-70206310"
"875","chr5:127856624-127858366","chr14:77806285-77806420"
"876","chr15:106597841-106600739","chr1:225202088-225202288"
"877","chr1:46959021-46968866","chr6:27573046-27582987"
"878","chr1:236196243-236229567","chr2:29105950-29114770"
"879","chr17:84872804-84888911","chr5:144916446-144918979"
"880","chr1:87947015-87947368","chrMT:11361-11516"
"881","chr4:151118221-151123637","chr9:73766839-73773659"
"882","chr5:139394727-139421497","chr10:62540625-62581037"
"883","chrX:128550177-128558306","chr5:7660223-7703890"
"884","chr17:63849305-63879166","chr12:40307165-40332371"
"885","chr19:42911935-42920390","chr10:110680099-110690679"
"886","chr4:158103902-158108668","chr1:87149052-87151039"
"887","chr16:75825657-75837238","chr9:81258380-81275269"
"888","chr10:4583896-4605111","chr12:25021140-25021461"
"889","chr9:67242046-67282025","chr1:236196243-236229567"
"890","chr15:24302102-24308087","chr5:12156802-12172003"
"891","chr6:28022406-28051704","chr18:16775181-17496916"
"892","chr13:73239822-73265813","chr8:31542495-31543485"
"893","chr20:45512674-45553536","chr10:16724062-16730140"
"894","chr20:50659751-50699734","chr3:91713775-91725977"
"895","chr5:136420692-136447778","chr3:7456433-7475230"
"896","chr7:18533478-18535599","chr10:48906230-48909007"
"897","chr2:188163293-188192757","chr4:98988352-98989621"
"898","chr6:21536571-21540152","chr12:9165634-9177290"
"899","chr5:155702728-155709264","chr10:48452001-48528848"
"900","chr17:27592203-27602936","chr13:100885656-100893577"
"901","chr1:6800132-6819230","chr12:10499000-10534434"
"902","chr18:65825830-65841509","chr8:116550008-116559036"
"903","chr5:118476484-118493628","chr6:131646144-132075882"
"904","chr15:51915280-51944899","chr4:62617602-62619866"
"905","chr1:278698312-278731755","chr14:43420839-43430679"
"906","chr4:115191293-115197150","chr11:60646798-60656478"
"907","chr1:256255356-256258733","chr12:47327813-47328147"
"908","chr19:31878182-31886209","chr6:122741264-122741693"
"909","chr2:113177840-113189833","chr20:37595665-37623368"
"910","chr3:59678949-59680308","chr1:215663317-215663356"
"911","chr12:40307165-40330691","chr2:80226167-80234308"
"912","chr6:72548978-72550668","chr5:153588995-153589597"
"913","chr3:33465220-33467909","chr14:114653791-114664935"
"914","chr17:10096739-10107746","chr3:140058428-140061239"
"915","chr8:48583631-48597919","chr1:225201712-225202089"
"916","chr3:124922130-124931188","chr5:106500073-106521913"
"917","chr3:71788186-71800225","chr5:33538521-33550067"
"918","chr3:80670138-80732927","chr1:221158381-221158588"
"919","chr11:34065892-34070810","chr4:8223840-8241220"
"920","chr1:221158617-221158790","chr3:124872584-124873313"
"921","chr10:86175962-86184480","chr12:43501060-43576734"
"922","chr18:69634006-69657373","chr1:203317306-203349454"
"923","chr3:157028112-157040380","chr17:81173780-81187710"
"924","chr17:6857810-6864981","chr5:148849156-148858278"
"925","chr10:71297308-71306105","chr6:125523808-125569718"
"926","chr17:87758882-87771508","chr10:13767446-13810899"
"927","chr9:1442054-1446134","chr12:25021139-25021407"
"928","chr2:56451097-56456188","chr13:103194816-103197818"
"929","chr1:47030544-47077979","chr5:105114416-105114740"
"930","chr13:109457218-109471561","chr3:2762162-2764477"
"931","chr10:61464686-61498597","chr5:171771426-171771956"
"932","chr18:14595550-14610978","chr4:157970521-157977031"
"933","chr5:156506448-156517254","chr13:95193009-95196402"
"934","chr1:251262192-251269854","chr2:225348168-225352508"
"935","chr2:206534104-206536360","chr12:51881291-51886746"
"936","chr11:84369373-84379343","chr7:109055032-109071915"
"937","chr5:136437825-136447778","chr9:66751637-66774536"
"938","chr13:73577420-73579409","chr5:129621176-129647021"
"939","chr1:278580846-278749829","chr12:25207283-25209050"
"940","chr6:76613549-76626199","chr20:7157006-7161645"
"941","chr4:85481108-85484856","chr2:188055409-188059148"
"942","chrX:71119280-71121063","chr4:171770056-171787877"
"943","chr13:35597462-35608096","chr1:278698312-278749829"
"944","chr9:66964853-66976610","chrX:2553419-2554061"
"945","chr1:154405931-154425509","chr1:249987420-249988450"
"946","chr2:24065908-24073884","chr13:113735261-113748416"
"947","chr2:247423411-247446708","chr2:263936156-263963308"
"948","chr10:51724607-51734014","chr8:45603210-45619713"
"949","chr2:197906758-197910327","chr12:13718932-13719401"
"950","chr19:32470120-32472456","chr3:8587701-8589420"
"951","chr6:137924572-137936007","chr9:11209034-11219449"
"952","chr6:42271180-42278784","chr1:225201446-225202498"
"953","chr3:112825170-112832390","chr10:65025196-65026738"
"954","chr1:91883192-91887419","chr19:12806622-12806690"
"955","chr2:145501970-145513090","chr4:66172555-66219277"
"956","chr10:94083626-94187819","chr10:15489266-15490668"
"957","chr17:694609-739440","chr15:13212908-13228603"
"958","chr2:34396320-34404958","chr5:103106261-103172127"
"959","chr1:204959173-204961691","chr13:69077866-69083366"
"960","chr8:21643844-21652864","chr9:20826561-20834954"
"961","chr13:95914250-95932651","chr16:62023411-62026513"
"962","chr1:165414771-165415667","chr2:62377060-62387269"
"963","chr6:109729890-109745287","chr10:94307816-94320863"
"964","chr4:3972586-3976284","chr10:52216060-52244749"
"965","chr6:22373412-22407626","chr9:88630024-88662748"
"966","chr18:48443339-48505167","chr4:119832192-119837987"
"967","chr6:100396828-100397255","chr1:221158257-221158367"
"968","chr7:25947789-25948397","chr2:104998862-104998957"
"969","chr5:117716189-117725823","chr8:104199588-104202285"
"970","chr20:32513668-32523997","chr1:221158113-221158212"
"971","chr15:37049846-37056934","chr2:113744312-113761334"
"972","chr10:95293891-95299099","chr10:62566642-62575768"
"973","chr3:112896028-112899649","chr1:221158169-221158233"
"974","chr6:91933750-91961861","chr1:255636891-255637533"
"975","chr9:113918918-113927885","chr4:82682367-82692626"
"976","chr7:114523676-114540933","chr7:62929510-62949077"
"977","chr9:10347615-10349027","chr2:44554761-44564131"
"978","chr16:32120310-32121085","chr20:19484810-19484905"
"979","chr9:113534327-113545068","chr17:1059417-1065593"
"980","chr17:79345740-79383074","chr17:79609613-79644806"
"981","chr14:108446849-108456923","chr4:133205267-133215619"
"982","chr2:238543065-238577394","chr5:7763385-7764306"
"983","chr14:88724076-88725530","chr11:74759325-74786639"
"984","chr10:90433263-90444110","chr8:19886208-19890764"
"985","chr2:240854068-240867796","chr4:66172555-66200637"
"986","chr12:25431710-25435591","chr9:71920586-71960153"
"987","chr8:23851919-23884848","chr7:80721364-80745256"
"988","chr6:129621583-129636485","chr14:7186515-7190518"
"989","chr1:241963278-241964424","chr9:69854064-69860576"
"990","chr1:170450030-170450980","chr1:221155959-221156049"
"991","chr12:14689166-14703546","chr13:82697393-82697526"
"992","chr7:62899716-62978098","chr16:2115374-2126628"
"993","chr2:150755405-150756431","chr8:13066201-13069542"
"994","chr1:184008119-184017761","chr20:8041167-8043771"
"995","chr3:140614866-140622850","chr1:143712491-143723739"
"996","chr1:198932174-198934500","chr8:48582552-48597919"
"997","chr17:718534-728329","chr13:35597462-35608096"
"998","chr17:83567831-83575483","chr4:64894605-64899587"
"999","chr12:43501060-43510832","chr2:124187476-124205983"
