"","ciri2_ids","dcc_ids"
"500","chr8:72138878-72148728","chr1:25767968-25787662"
"501","chr14:84748602-84766181","chr4:58714647-58739890"
"502","chr12:36958864-36970828","chr2:227528584-227529462"
"503","chr3:172518176-172524861","chr2:197722898-197836197"
"504","chr13:83601157-83607039","chr1:163203870-163216364"
"505","chr9:93208928-93239075","chr1:221155952-221156042"
"506","chr7:102723273-102723586","chr8:130006477-130031678"
"507","chr1:204960841-204980121","chr18:71141382-71149287"
"508","chr1:91873487-91879026","chr10:45771832-45778634"
"509","chr6:104828874-104846483","chr1:175171303-175218889"
"510","chr1:127238866-127255047","chr14:79953865-79974054"
"511","chr4:66193731-66212096","chr11:33952127-33953096"
"512","chr8:90470886-90483077","chr5:141215063-141229777"
"513","chr1:204958606-204961691","chr4:133741680-133744948"
"514","chr15:110234718-110248309","chr11:70130510-70156430"
"515","chr4:22280005-22380316","chr5:69929580-69931905"
"516","chr2:29105950-29114770","chr6:103389817-103393554"
"517","chr5:76711755-76728269","chr12:24513410-24524704"
"518","chr10:72147777-72148017","chr1:143712491-143718900"
"519","chr2:202479064-202480189","chr1:247944245-247945662"
"520","chr2:44554761-44564131","chr18:24662368-24665851"
"521","chr8:122024123-122038442","chr3:62666948-62675261"
"522","chr7:70688610-70697117","chr1:140131618-140142798"
"523","chr9:92859987-92880445","chr6:115509431-115513406"
"524","chr5:166485517-166492515","chr10:72756549-73014711"
"525","chr10:110101466-110101880","chr9:37910962-37923009"
"526","chr12:10527308-10534434","chr19:22113525-22179584"
"527","chr9:53646697-53648288","chr7:29286904-29288495"
"528","chr5:100523899-100640984","chr11:34612627-34614139"
"529","chr17:79740146-79777211","chr7:122866495-122874366"
"530","chr13:44907813-44937796","chr10:61476848-61498596"
"531","chr10:20422464-20424134","chr2:128479164-128494195"
"532","chr4:82682367-82685493","chr18:72571325-72597936"
"533","chr2:31816052-31816763","chr4:6477702-6477983"
"534","chr9:30996391-31009155","chr1:166208849-166259335"
"535","chr7:2558105-2558739","chr4:96736381-96787475"
"536","chr10:85169572-85172858","chr3:21838945-21904269"
"537","chr20:18833481-18835620","chr8:53972202-53975672"
"538","chr3:123077758-123078115","chr17:63849305-63879166"
"539","chr18:17404077-17496916","chr17:30564175-30625909"
"540","chr9:94463647-94474809","chr1:28362167-28375861"
"541","chr12:1975318-1977031","chr7:94382556-94382668"
"542","chr8:100006687-100009017","chr1:163858978-163859009"
"543","chr8:61027213-61034811","chr2:34396320-34404958"
"544","chr6:72717570-72737402","chr18:5056822-5057685"
"545","chr9:111597035-111756949","chr12:37625064-37629278"
"546","chr10:6991635-6992636","chr13:69023733-69031223"
"547","chr20:43092420-43093954","chr2:31816052-31816763"
"548","chr10:92406311-92432295","chr5:6373886-6374068"
"549","chr13:73615097-73622224","chr2:5636554-5640909"
"550","chr1:198967641-198972343","chr2:188269009-188286112"
"551","chr9:78919402-78927734","chr12:22104048-22104270"
"552","chr1:220042074-220049075","chr9:73752937-73799430"
"553","chr17:33632046-33659382","chr4:150825383-150829741"
"554","chr5:119097703-119129476","chr4:58469325-58485447"
"555","chr8:72231561-72261300","chr13:101498614-101503027"
"556","chr6:99076732-99078103","chr10:98420455-98485187"
"557","chr3:21859562-21904269","chr14:114139416-114142680"
"558","chr16:23448552-23492639","chr13:34515329-34528874"
"559","chr15:6349802-6464312","chr3:45843760-45845123"
"560","chr1:15488392-15494771","chr2:224794357-224803455"
"561","chr12:9229552-9240810","chr18:69642130-69657373"
"562","chr6:124596541-124629605","chr11:69018396-69064671"
"563","chr10:19973258-20036518","chr7:64125692-64131186"
"564","chr9:82580816-82598718","chr5:136420692-136510629"
"565","chr6:129621583-129660096","chr2:172312783-172350004"
"566","chr7:64959567-64961215","chr14:84892097-84893363"
"567","chr14:60581951-60586776","chr2:24139881-24161334"
"568","chr8:85436186-85444178","chr14:46635004-46680513"
"569","chr4:66193731-66219277","chr1:128978104-128978649"
"570","chr5:128714471-128733959","chr7:62948952-62978098"
"571","chr19:22143683-22179584","chr9:121831708-121843361"
"572","chr1:25767968-25787662","chr4:58420810-58485447"
"573","chrX:119115334-119117197","chr3:59670519-59680308"
"574","chr14:106492370-106500203","chr16:74092568-74092614"
"575","chr16:7577726-7586144","chr8:72823430-72828397"
"576","chr13:89163767-89176307","chr3:10659684-10663946"
"577","chr8:26290097-26294259","chr1:241002399-241008652"
"578","chr16:49367616-49369496","chr13:56922043-57008467"
"579","chr2:22790074-22792220","chr16:81243272-81243760"
"580","chr9:96746440-96751314","chr9:113918918-113928459"
"581","chr18:31461554-31463598","chr4:31560666-31563326"
"582","chr8:25644050-25651193","chr2:231078900-231128709"
"583","chr14:88724076-88775039","chr15:2849126-2867333"
"584","chr6:125568127-125594377","chrX:63177769-63182385"
"585","chr17:34787652-34799549","chr18:14595550-14643454"
"586","chr5:117024123-117030956","chr6:828602-872927"
"587","chr16:71828773-71874158","chr12:5593776-5632155"
"588","chr17:5511386-5548199","chr2:258825484-258830770"
"589","chr5:122655270-122671094","chr2:206549585-206570833"
"590","chr2:189723524-189729005","chr4:31547460-31548459"
"591","chrX:128202172-128211753","chr9:53646697-53648288"
"592","chr19:29642344-29645344","chr18:58371298-58374603"
"593","chr10:38712831-38720071","chr1:221158107-221158248"
"594","chr3:161474539-161477887","chr6:137349494-137359187"
"595","chr12:40329454-40332371","chr4:114879427-114880228"
"596","chr3:166743545-166746478","chr12:24991049-24992268"
"597","chr10:94758719-94760369","chr11:72798898-72807446"
"598","chr9:112317485-112318444","chr1:204958606-204961691"
"599","chr19:30869716-30870010","chr10:845967-846231"
"600","chr10:20321532-20392169","chr1:134843160-134848903"
"601","chr4:152355108-152355930","chr2:18514668-18531203"
"602","chr1:278580846-278731755","chr1:164046102-164064815"
"603","chr5:58870933-58873011","chr14:108446849-108456923"
"604","chr16:49648477-49663240","chr19:42911935-42920390"
"605","chr10:71303915-71311129","chr1:165414771-165415667"
"606","chr1:278580846-278594581","chr1:245258705-245259280"
"607","chrX:123718252-123720910","chr17:87758882-87771508"
"608","chr5:136420692-136471341","chr20:4302484-4493387"
"609","chr1:247944245-247960553","chr14:4136383-4136507"
"610","chr7:82362311-82368737","chr17:70309152-70310609"
"611","chr2:20488617-20531444","chr8:26290097-26303578"
"612","chr3:108833170-108851078","chr14:37228632-37254001"
"613","chr1:139943398-139956356","chr3:7226175-7226215"
"614","chr19:25886356-25903940","chr1:47030544-47077979"
"615","chr4:150781208-150803194","chr16:20877661-20878614"
"616","chr11:84619089-84633565","chr1:12128638-12134025"
"617","chr10:15358869-15376292","chr15:109127707-109141568"
"618","chr8:64712695-64734479","chr4:57377509-57396104"
"619","chr2:80205151-80234308","chr15:37820442-37825213"
"620","chrX:119208336-119213196","chr13:35658619-35669017"
"621","chr12:24301970-24306006","chr5:129413066-129457884"
"622","chr1:163203870-163216364","chr10:63840631-63841166"
"623","chr5:77106304-77114667","chr19:34298523-34312530"
"624","chr5:75990187-76011558","chr7:64959567-64961215"
"625","chr19:22172781-22179584","chr16:75598249-75636405"
"626","chr9:11194239-11219449","chr18:63792896-63793034"
"627","chr8:131890854-131899165","chr14:46517869-46653960"
"628","chr15:19972055-19973319","chr1:203272587-203286711"
"629","chr2:49109238-49112006","chr6:135672583-135696475"
"630","chr8:104493052-104514522","chr10:23914914-23969136"
"631","chr1:166351174-166368428","chr4:125762257-125789911"
"632","chr12:13971444-13977132","chr18:59067798-59076998"
"633","chr9:43968846-43977575","chr10:18218676-18238710"
"634","chr5:147482283-147483432","chr4:99489315-99494425"
"635","chr17:81177595-81187710","chr17:79634489-79634871"
"636","chr16:2121549-2126628","chr10:62010266-62482957"
"637","chr10:62623758-62664462","chr13:73239822-73265813"
"638","chr4:5644287-5652694","chr3:11394659-11396393"
"639","chr8:12160079-12161683","chr3:111250424-111251407"
"640","chr1:45923228-46014665","chr5:147363511-147367416"
"641","chr8:104192886-104202285","chr1:203320548-203387737"
"642","chr15:56804970-56818325","chr13:68752167-68763048"
"643","chr2:128479164-128494195","chr1:46059594-46064260"
"644","chr1:177569617-177569872","chr2:247949322-247953356"
"645","chr1:259396273-259409897","chr8:6135492-6152538"
"646","chr2:113177840-113198013","chr10:20043376-20043457"
"647","chr12:24996835-25001656","chr18:44477275-44489940"
"648","chr17:81173780-81187710","chr6:21351085-21378518"
"649","chr5:78495231-78516521","chr15:41008529-41011344"
"650","chr13:48799572-48801375","chr8:122024123-122038442"
"651","chr1:92039556-92043956","chr1:221158368-221158528"
"652","chr4:152526403-152536014","chr20:19484524-19484679"
"653","chr6:27858538-27897891","chr12:24991047-24992275"
"654","chr7:130522030-130524289","chr5:168944838-168991261"
"655","chr3:38609106-38614592","chr1:11966670-11967094"
"656","chr7:70790920-70792642","chr6:60609626-60618957"
"657","chr1:79807301-79810373","chr6:104844523-104864968"
"658","chr1:47030544-47032563","chr10:74892407-74894828"
"659","chr13:41898165-41907307","chr7:62929510-62978098"
"660","chr5:148835226-148847692","chr1:21149313-21211619"
"661","chr17:84855705-84901793","chr4:96732982-96810129"
"662","chr1:220047471-220049075","chr5:136420698-136471341"
"663","chr7:122866495-122874366","chr2:34577936-34578046"
"664","chr10:805713-835214","chr8:111353572-111367041"
"665","chr16:19805426-19805902","chr1:219353460-219354165"
"666","chr13:98386342-98403224","chr11:69785001-69837765"
"667","chr2:37974029-38014366","chr1:265824627-265826058"
"668","chr10:67965487-67982051","chr1:175781052-175781523"
"669","chr3:112891473-112899649","chr9:66455986-66456308"
"670","chr9:10773884-10775310","chr4:49210934-49220556"
"671","chr9:98239940-98247570","chr5:136437825-136447778"
"672","chr4:153048339-153067370","chr10:29318809-29330456"
"673","chr2:93488471-93495152","chr3:112891473-112899649"
"674","chr18:63784568-63882749","chr7:70688610-70731463"
"675","chr1:260490864-260507970","chr15:12440027-12442724"
"676","chr4:131366412-131382968","chr16:74187630-74187671"
"677","chr5:129621176-129647021","chr3:8048947-8049436"
"678","chr7:29286904-29288495","chr15:27739109-27739270"
"679","chr1:261347528-261350203","chr1:91873487-91879026"
"680","chr6:4278307-4315062","chr3:62719200-62733674"
"681","chr3:81134588-81159096","chr15:70790038-70819895"
"682","chr8:64724416-64763815","chr4:2737747-2748632"
"683","chr3:136874645-136896550","chr1:201183051-201188802"
"684","chr17:79345740-79391846","chr6:109729890-109745287"
"685","chr2:94716330-94720889","chr3:81127393-81143240"
"686","chr2:144876416-144917472","chr8:78385816-78388200"
"687","chr1:101028250-101029473","chr8:21643844-21652864"
"688","chr13:34515329-34528874","chr2:141024600-141026192"
"689","chr1:253147925-253148277","chr17:85046029-85057912"
"690","chr1:204979934-204988430","chr2:227271540-227271609"
"691","chr19:2506536-2521388","chr11:34065892-34070810"
"692","chr19:43119868-43124021","chr5:138606008-138646976"
"693","chr6:104862169-104864968","chr1:146108193-146109307"
"694","chr2:33933956-33955969","chr11:89316354-89332868"
"695","chr17:29730437-29731094","chr2:1564986-1626159"
"696","chr4:66172555-66200637","chr17:79761095-79777211"
"697","chr10:18359720-18402658","chr5:150850432-150865550"
"698","chr19:10842290-10844559","chr9:112406660-112412113"
"699","chr1:243014234-243047294","chr4:27509136-27563899"
"700","chr11:79611540-79611741","chr6:125550201-125569718"
"701","chr19:32527921-32528958","chr1:221158390-221158545"
"702","chrY:1126684-1153312","chr2:140366057-140387503"
"703","chr3:54509941-54566332","chr11:38379650-38410172"
"704","chr1:104792188-104821976","chr10:61464686-61498597"
"705","chr17:6794838-6802277","chr16:20606480-20606895"
"706","chr7:60390972-60408823","chr4:8223840-8239403"
"707","chr1:185261106-185267832","chr11:24479964-24498116"
"708","chr5:127856624-127858366","chr2:183529282-183555315"
"709","chr1:122613645-122680102","chr1:221155673-221156004"
"710","chr1:236196243-236229567","chr4:148048163-148052917"
"711","chr4:151118221-151123637","chr1:82442535-82446199"
"712","chr17:63849305-63879166","chr12:36958864-36970828"
"713","chr19:42911935-42920390","chr4:26336094-26341599"
"714","chr4:158103902-158108668","chr10:16724062-16727861"
"715","chr15:24302102-24308087","chr11:68745884-68750272"
"716","chr6:28022406-28051704","chr8:69139840-69143732"
"717","chr2:34430585-34434762","chr1:221158390-221158654"
"718","chr13:73239822-73265813","chr1:220039308-220042767"
"719","chr20:45512674-45553536","chr2:49192736-49192880"
"720","chr20:50659751-50699734","chr4:29562194-29562253"
"721","chr2:145485716-145513090","chr1:221158114-221158191"
"722","chr10:4183171-4191496","chr8:69162681-69164753"
"723","chr1:175646900-175650721","chr15:55151603-55154467"
"724","chr5:136420692-136447778","chr7:137782726-137784670"
"725","chr6:21536571-21540152","chr15:12513465-12514085"
"726","chr5:155702728-155709264","chr4:58714647-58725647"
"727","chr17:27592203-27602936","chr1:221158617-221158790"
"728","chr1:6800132-6819230","chr16:49648477-49663240"
"729","chr15:51915280-51944899","chr11:15457479-15474826"
"730","chr1:177129021-177144122","chr2:34491467-34517560"
"731","chr1:278698312-278731755","chr3:175512077-175527973"
"732","chr4:168260038-168275995","chr1:265386052-265401005"
"733","chr3:59678949-59680308","chr3:8562492-8564186"
"734","chr3:33465220-33467909","chr8:127289436-127301219"
"735","chr3:91713775-91769029","chr4:96739878-96810129"
"736","chr17:10096739-10107746","chr16:11046372-11051389"
"737","chr8:48583631-48597919","chr1:221158120-221158208"
"738","chr11:34065892-34070810","chr2:2473889-2523834"
"739","chr2:230311167-230317038","chr18:48443339-48537979"
"740","chr1:221158617-221158790","chr7:118301545-118302552"
"741","chr18:69634006-69657373","chr10:82756166-82756677"
"742","chr20:3566903-3568689","chr18:79530861-79532387"
"743","chr3:157028112-157040380","chr13:100885656-100893629"
"744","chr17:87758882-87771508","chr3:150005719-150014299"
"745","chr2:56451097-56456188","chrX:157319612-157319791"
"746","chr1:47030544-47077979","chr12:30756722-30761953"
"747","chr13:109457218-109471561","chr6:21796913-21827554"
"748","chr10:61464686-61498597","chr17:24070636-24073858"
"749","chr18:14595550-14610978","chr6:76487880-76492176"
"750","chr5:156506448-156517254","chr1:244718761-244728217"
"751","chr12:13524227-13527329","chr4:89120376-89134337"
"752","chr1:251262192-251269854","chr10:15358869-15376292"
"753","chr2:247858119-247894081","chr1:198967641-198972343"
"754","chr2:206534104-206536360","chr14:83236400-83236920"
"755","chr11:84369373-84379343","chr3:112752502-112762808"
"756","chr5:136437825-136447778","chr14:71861197-71877488"
"757","chr8:22600830-22606721","chr18:71698542-71701423"
"758","chr1:278580846-278749829","chr6:125538240-125553497"
"759","chr6:76613549-76626199","chr10:764468-776872"
"760","chr4:85481108-85484856","chr9:38014670-38022569"
"761","chrX:71119280-71121063","chr1:221158119-221158181"
"762","chr1:190978132-190991049","chr10:859011-859107"
"763","chr13:35597462-35608096","chr2:24142433-24161334"
"764","chr1:154405931-154425509","chr8:78908446-78910847"
"765","chr10:51724607-51734014","chr1:251262192-251269854"
"766","chr7:72043294-72073470","chr6:871525-907083"
"767","chr19:32470120-32472456","chr14:4178531-4182331"
"768","chr6:137924572-137936007","chr18:75203861-75207308"
"769","chr3:112825170-112832390","chr6:1613963-1614878"
"770","chr2:258977695-258991212","chr19:10842290-10844559"
"771","chr10:94083626-94187819","chr8:23508992-23524947"
"772","chr17:694609-739440","chr1:11907286-11907458"
"773","chr2:34396320-34404958","chr4:152355108-152355930"
"774","chr2:24134222-24161334","chr10:72171107-72179123"
"775","chr1:204959173-204961691","chr10:16706378-16730140"
"776","chr13:95914250-95932651","chr14:114649026-114649217"
"777","chr1:165414771-165415667","chr2:80215799-80234308"
"778","chr4:3972586-3976284","chr15:23792824-23793336"
"779","chr18:48443339-48505167","chr7:60733754-60737965"
"780","chr7:25947789-25948397","chr7:142876379-142876468"
"781","chr5:117716189-117725823","chr5:167516581-167547741"
"782","chr20:32513668-32523997","chr14:46646655-46687473"
"783","chr3:112896028-112899649","chr1:167260358-167276543"
"784","chr4:151118221-151167953","chr17:16124900-16129065"
"785","chr11:51049296-51068978","chr10:845963-846238"
"786","chr6:91933750-91961861","chr13:89211389-89229970"
"787","chr17:16141478-16143144","chr3:64001434-64001467"
"788","chr9:113918918-113927885","chr10:51724607-51734014"
"789","chr9:10347615-10349027","chr18:77477060-77520779"
"790","chr16:32120310-32121085","chr14:46646699-46687517"
"791","chr9:113534327-113545068","chr7:119987740-119990759"
"792","chr14:108446849-108456923","chr1:203152128-203299612"
"793","chr2:238543065-238577394","chr2:2903499-2918204"
"794","chr14:88724076-88725530","chr18:61323689-61340634"
"795","chr3:148167095-148173002","chr1:15488392-15535314"
"796","chr2:240854068-240867796","chr13:73615097-73622224"
"797","chr12:25431710-25435591","chr15:23687231-23688831"
"798","chr8:23851919-23884848","chr5:126946576-126954461"
"799","chr6:129621583-129636485","chr5:124588622-124594190"
"800","chr12:14689166-14703546","chr1:221158126-221158214"
"801","chr2:150755405-150756431","chr3:123829471-123833222"
"802","chr3:140614866-140622850","chr8:32327748-32328819"
"803","chr1:198932174-198934500","chr3:163954641-163955641"
"804","chr18:58433233-58457366","chrMT:13445-13760"
"805","chr6:108513784-108514606","chr15:51925689-51944899"
"806","chr12:43501060-43510832","chr2:247949323-247953356"
"807","chr7:28987514-28992637","chr8:33572918-33597389"
"808","chr3:21721366-21736929","chr18:48443339-48521166"
"809","chr10:71322147-71323079","chr4:82682367-82685493"
"810","chr4:115104274-115106428","chr2:62955690-62956953"
"811","chr1:176334639-176346651","chr7:90253169-90277429"
"812","chr1:150830996-150846872","chr5:69951194-69966907"
"813","chr12:14654706-14703546","chr3:67746785-67755221"
"814","chr17:79367996-79383074","chr2:47139938-47146434"
"815","chr1:197981834-197983786","chr5:64566814-64584309"
"816","chr4:117422680-117442928","chr2:34373875-34503654"
"817","chr1:274700623-274701534","chr8:70203322-70206310"
"818","chr8:61701009-61715390","chr3:152322366-152324968"
"819","chr19:43055209-43066842","chr2:29105950-29114770"
"820","chr8:119844188-119860035","chr12:24985985-24986248"
"821","chr6:136059672-136071884","chrMT:11361-11516"
"822","chr2:238023879-238038227","chr9:73766839-73773659"
"823","chr10:110043769-110090416","chr10:62540625-62581037"
"824","chr15:23792824-23793336","chr5:7660223-7703890"
"825","chr4:168296980-168297373","chr12:40307165-40332371"
"826","chr9:75051555-75060794","chr10:110680099-110690679"
"827","chr5:36040325-36046665","chr9:81258380-81275269"
"828","chr5:119207376-119211535","chr1:236196243-236229567"
"829","chr12:5590858-5604016","chr5:12156802-12172003"
"830","chr2:18496999-18531203","chr18:16775181-17496916"
"831","chr4:8223840-8242710","chr8:31542495-31543485"
"832","chr7:62899716-62931338","chr10:16724062-16730140"
"833","chr18:63784568-63844188","chr3:91713775-91725977"
"834","chr3:123299120-123308032","chr12:9165634-9177290"
"835","chr17:29730437-29737981","chr9:30996391-31009155"
"836","chr7:30416990-30426040","chr10:48452001-48528848"
"837","chr14:43511710-43517916","chr13:100885656-100893577"
"838","chr17:79391767-79575914","chr12:10499000-10534434"
"839","chr9:71920586-71960153","chr3:120824596-120824659"
"840","chr6:12179226-12194014","chr6:131646144-132075882"
"841","chr11:69785001-69806777","chr4:62617602-62619866"
"842","chr3:130093308-130099815","chr14:43420839-43430679"
"843","chr10:61483520-61498597","chr11:60646798-60656478"
"844","chr3:119264196-119265879","chr17:79728108-79789485"
"845","chr1:6601452-6613874","chr6:136102013-136107031"
"846","chr17:79761095-79777211","chr2:80226167-80234308"
"847","chr8:60441497-60471827","chr5:153588995-153589597"
"848","chr14:36188510-36202025","chr1:206956299-206978733"
"849","chr4:7211891-7222177","chr14:114653791-114664935"
"850","chr5:7763385-7764306","chr3:140058428-140061239"
"851","chr5:151944769-151947717","chr1:203272645-203381951"
"852","chr15:51936366-51944899","chr4:8223840-8241220"
"853","chr3:123819852-123833222","chr3:124872584-124873313"
"854","chr2:33252541-33287948","chr12:43501060-43576734"
"855","chr5:7830490-7872679","chr1:203317306-203349454"
"856","chr19:37135068-37156867","chr16:31918079-31926351"
"857","chr4:99275917-99291251","chr20:19767793-19780300"
"858","chr6:7547050-7572651","chr17:81173780-81187710"
"859","chr8:64205386-64233082","chr5:148849156-148858278"
"860","chr2:20507150-20531444","chr6:125523808-125569718"
"861","chr8:71336875-71337745","chr18:71790177-71829886"
"862","chr8:39218756-39235362","chr5:105114416-105114740"
"863","chr11:31974630-31979720","chr3:2762162-2764477"
"864","chr12:9229552-9313769","chr11:45057153-45059922"
"865","chr14:108013275-108020828","chr5:171771426-171771956"
"866","chr17:79367996-79561626","chr10:48188215-48200848"
"867","chr1:244630341-244664389","chr13:95193009-95196402"
"868","chr1:188510274-188516444","chr3:123072950-123073064"
"869","chr5:136420698-136447778","chr9:66751637-66774536"
"870","chr10:46641975-46646542","chr5:129621176-129647021"
"871","chr6:125538240-125594377","chr12:25207283-25209050"
"872","chr16:2115374-2126628","chr20:7157006-7161645"
"873","chr4:62617602-62619866","chr4:171770056-171787877"
"874","chr17:9912158-9914708","chr1:278698312-278749829"
"875","chr3:33465220-33491389","chr1:249987420-249988450"
"876","chr5:167516581-167547741","chr2:263936156-263963308"
"877","chr4:99970321-99980034","chr4:174720692-174730142"
"878","chr4:58714647-58748928","chr8:45603210-45619713"
"879","chr2:22670856-22692730","chr14:108013275-108020828"
"880","chr18:71136036-71149287","chr3:8587701-8589420"
"881","chrMT:5936-6136","chr9:11209034-11219449"
"882","chr18:3380629-3400440","chr10:59471837-59472333"
"883","chr20:14335985-14342412","chr4:66172555-66219277"
"884","chr17:79352356-79391846","chr10:15489266-15490668"
"885","chr1:150887401-150961642","chr17:79573257-79644806"
"886","chr14:88761036-88762419","chr3:58689630-58709070"
"887","chr9:121831708-121862897","chr5:103106261-103172127"
"888","chr14:81667646-81672500","chr1:243014234-243018525"
"889","chr11:84619089-84638229","chr13:69077866-69083366"
"890","chr1:134843160-134848903","chr14:38500179-38505001"
"891","chr6:45520739-45537399","chr9:20826561-20834954"
"892","chrX:10405246-10406540","chr10:94307816-94320863"
"893","chr18:27261576-27278436","chr8:109044546-109216053"
"894","chr1:150937283-150961642","chr1:90024085-90025377"
"895","chr3:13510410-13522529","chr8:104199588-104202285"
"896","chr16:32347403-32371285","chr1:221158113-221158212"
"897","chr10:43227922-43229953","chr6:105664810-105676672"
"898","chr8:71266628-71337745","chr4:82682367-82692626"
"899","chr7:73684650-73748233","chr7:62929510-62949077"
"900","chr1:128239552-128243030","chr2:44554761-44564131"
"901","chr1:203272587-203286711","chr20:19484810-19484905"
"902","chr3:140058428-140061239","chr17:79609613-79644806"
"903","chr12:40307165-40332371","chr2:62377060-62381205"
"904","chrX:51692026-51794841","chr2:144876416-144917472"
"905","chr2:61301866-61319541","chr9:93660584-93873401"
"906","chr6:76487880-76492176","chrMT:13174-13301"
"907","chr8:73704074-73737419","chr4:133205267-133215619"
"908","chr8:119447348-119465058","chr5:7763385-7764306"
"909","chr17:79367996-79396859","chr11:74759325-74786639"
"910","chr9:54232163-54235344","chr8:19886208-19890764"
"911","chr5:141215063-141229777","chr4:66172555-66200637"
"912","chr11:68722906-68725314","chr9:71920586-71960153"
"913","chr10:72369079-72371838","chr4:131372279-131382968"
"914","chr6:38745004-38762910","chr7:80721364-80745256"
"915","chr4:28457541-28467072","chr18:63775740-63777035"
"916","chr2:248770225-248811031","chr9:75178551-75258907"
"917","chr5:129413066-129457884","chr14:7186515-7190518"
"918","chr6:125714812-125719457","chr9:69854064-69860576"
"919","chr16:49676737-49693580","chr6:24430679-24459158"
"920","chr9:113311763-113313484","chr1:221155959-221156049"
"921","chr5:167516581-167526275","chr16:2115374-2126628"
"922","chr5:124588622-124594190","chr13:51600243-51605683"
"923","chr5:127620259-127629649","chr20:8041167-8043771"
"924","chr12:5612049-5619907","chr1:143712491-143723739"
"925","chr14:76999946-77005684","chr1:259396273-259437470"
"926","chr7:70688610-70731463","chr13:35597462-35608096"
"927","chrX:63177769-63182385","chr4:64894605-64899587"
"928","chr2:80226167-80234308","chr2:124187476-124205983"
"929","chr1:21142145-21164430","chr3:156775155-156778136"
"930","chr13:52565958-52566266","chr17:84881616-84904355"
"931","chr4:66172555-66219277","chr19:51919744-51920022"
"932","chr1:122605870-122678378","chr1:226566338-226566744"
"933","chr5:74954384-74956829","chr14:86751465-86751666"
"934","chr3:92183759-92225505","chr10:92474821-92476192"
"935","chr10:48165219-48194542","chr5:150444638-150445018"
"936","chr6:9405093-9434931","chr10:20217340-20217476"
"937","chr17:19160994-19225009","chr1:265331904-265401005"
"938","chr15:88651499-88659273","chr3:156690910-156699465"
"939","chr3:112752502-112762808","chr11:84619089-84633565"
"940","chr12:29976309-29988732","chr20:4877671-4956534"
"941","chr2:187243578-187246451","chr4:174810962-174831377"
"942","chr5:40847502-40856420","chr1:15488392-15567557"
"943","chr1:28362167-28375861","chr16:26755422-26767549"
"944","chr9:113534378-113545068","chr1:221158206-221158256"
"945","chr7:64125692-64131186","chr12:13879069-13884323"
"946","chr1:78518319-78522187","chr9:54232163-54257387"
"947","chr10:46771409-46776306","chr12:5603316-5604016"
"948","chr1:126188351-126195625","chr14:85057352-85061960"
"949","chr6:21301779-21323737","chr1:265396240-265401005"
"950","chr2:38096882-38097500","chr10:48165219-48179056"
"951","chr4:49210934-49220556","chrX:128202172-128211753"
"952","chr14:2944122-2946057","chr16:74219791-74228826"
"953","chr3:112885985-112899649","chr3:172518176-172524861"
"954","chr1:243373401-243376079","chr2:38071918-38075703"
"955","chr3:64554659-64556084","chr1:154405931-154425509"
"956","chr1:203286194-203299256","chr1:11910895-11911122"
"957","chr8:82038973-82045524","chr6:126667976-126671091"
"958","chr18:3175483-3176344","chr3:15042229-15042609"
"959","chr3:94360855-94363073","chr4:182811463-182826795"
"960","chr14:114649026-114649217","chr3:112363690-112364200"
"961","chr11:34611539-34631134","chr1:278698312-278731755"
"962","chr1:126573474-126583015","chr1:92039556-92043956"
"963","chr11:70130510-70156430","chr1:221158126-221158208"
"964","chr12:5593776-5642399","chr5:73937165-73937568"
"965","chr6:136102013-136107031","chr6:110624788-110624819"
"966","chr14:60573253-60586776","chrX:64327389-64367255"
"967","chr1:246648294-246649407","chr11:80969142-80970156"
"968","chr6:80085774-80092480","chr14:2977679-3011669"
"969","chr16:10920598-10925471","chr10:95288570-95299099"
"970","chr18:61308852-61311205","chr3:104816866-104818862"
"971","chr11:69018396-69064671","chr18:48505040-48521166"
"972","chr2:113322714-113345579","chr12:25431710-25435591"
"973","chr10:29318809-29319752","chr1:221158184-221158234"
"974","chr1:198965547-198968419","chr1:275983186-276187240"
"975","chr1:242716557-242737019","chr14:88724076-88725530"
"976","chr5:100493404-100640984","chr10:46641975-46646542"
"977","chr4:66193731-66200637","chr7:51410270-51416139"
"978","chr9:92325183-92327598","chr5:144904225-144907761"
"979","chr14:83245280-83253764","chr4:10775672-10777395"
"980","chr1:15488392-15567557","chr18:14608935-14643454"
"981","chr4:6866069-6869642","chrMT:8191-8339"
"982","chr10:35876034-35876397","chr10:81798931-81799587"
"983","chr1:247944245-247945662","chr12:48835825-48837529"
"984","chr17:36602134-36627167","chr5:40847502-40856420"
"985","chr8:439822-456940","chr15:51936366-51944899"
"986","chr5:160066006-160070914","chrX:128202172-128205259"
"987","chr5:7703776-7780390","chr15:34428289-34428656"
"988","chr1:164025518-164064815","chr14:85039740-85057435"
"989","chr10:67936673-67982051","chr17:78922772-78942311"
"990","chr4:161652798-161658514","chr8:55398022-55402713"
"991","chr12:30082881-30083826","chr5:148050939-148060187"
"992","chr17:52477332-52555114","chr8:79673623-79674151"
"993","chr2:34373875-34404958","chr15:837322-852690"
"994","chr8:65745192-65754110","chr1:6702976-6745333"
"995","chr18:77489360-77520779","chr2:232151300-232155897"
"996","chr4:66172555-66232564","chr2:104882050-104908155"
"997","chr5:73923649-73951450","chr10:796668-802135"
"998","chr2:113756614-113769002","chr5:100640453-100640984"
"999","chr14:88761036-88775039","chr4:58661996-58673975"
