"ID","MA2","MA4","MA5","MA7","SA25","SA28","SA30","SA32","HA17","HA18","HA19","N-1","N-2","N-3","N-4"
"chr6:72418120-72430205",3,0,3,2,2,0,9,5,3,8,0,4,15,7,4
"chr5:100957656-100977901",3,0,0,3,5,0,0,0,6,6,3,0,0,0,3
"chr16:2117271-2126628",0,7,5,0,0,4,2,0,6,6,3,7,7,7,6
"chr2:34476081-34559392",4,0,4,0,2,0,4,0,0,0,0,0,0,0,0
"chr17:58006111-58031197",3,4,0,0,2,0,0,0,0,0,0,3,3,0,2
"chr17:694609-728329",5,0,2,3,7,3,0,3,3,2,5,4,12,5,7
"chr14:43430448-43459087",0,2,0,0,0,0,0,3,2,0,4,0,0,0,0
"chr6:49198513-49218570",6,0,4,2,0,0,0,0,0,2,0,0,0,0,0
"chr2:248779402-248811031",0,0,0,0,0,0,0,2,0,2,0,0,2,2,2
"chr1:201442093-201451005",5,2,0,3,3,0,3,7,13,5,6,0,4,2,6
"chr3:33465220-33503687",2,2,5,0,0,2,3,4,0,8,0,4,7,2,6
"chr17:29730437-29757605",30,23,19,24,10,10,9,9,18,9,10,6,2,16,9
"chrX:46725057-46754070",0,0,2,3,0,5,3,4,0,3,0,7,0,0,4
"chr17:75596939-75616081",0,0,0,0,0,0,0,0,2,3,0,4,3,8,0
"chr5:122659399-122678330",5,2,0,0,0,0,3,3,0,0,5,10,10,7,5
"chr3:91122599-91173631",0,0,0,0,0,0,0,0,0,4,2,0,0,0,2
"chr13:93158565-93184258",0,2,0,0,0,0,0,0,0,0,3,4,3,0,2
"chr3:37972155-37978632",0,0,0,0,2,0,0,0,3,5,0,4,0,0,0
"chr15:51936366-51954838",0,0,4,3,5,2,7,0,0,0,0,3,5,6,0
"chr8:126342346-126390804",4,0,0,0,2,0,5,0,4,4,0,2,0,7,6
"chr3:8548854-8553003",0,0,0,0,4,3,0,0,0,2,2,0,0,0,0
"chr9:112005677-112008516",4,0,3,0,5,0,7,0,12,8,4,3,0,5,4
"chr18:59067798-59076998",0,6,3,4,0,0,3,0,4,2,0,5,3,2,3
"chr10:92474821-92476192",39,31,21,15,29,24,18,20,29,30,16,28,34,24,34
"chr2:22950023-22964734",30,24,15,11,3,7,18,8,15,16,5,11,14,3,11
"chr14:83236400-83236920",0,6,2,2,3,2,4,3,5,10,2,5,7,0,4
"chr19:56186746-56189833",0,4,0,0,0,0,0,0,0,0,0,2,0,2,4
"chr17:5524117-5537540",2,3,2,0,3,0,0,0,0,2,5,0,5,0,5
"chr3:2762162-2764477",5,4,0,3,2,2,3,0,4,4,3,4,0,6,7
"chr4:129533391-129538089",3,2,0,0,0,2,0,0,0,5,0,4,0,6,3
"chr9:16959148-16975339",3,0,0,0,2,2,0,0,0,0,0,2,0,4,3
"chr12:24505864-24511621",2,0,0,0,0,2,2,2,0,0,0,3,8,3,7
"chr14:71861197-71877488",10,5,9,5,12,5,2,2,0,9,5,13,15,5,9
"chr4:152939743-152941737",2,0,0,0,4,3,3,0,8,2,3,2,5,4,5
"chr2:11780889-11790870",5,5,0,0,5,0,3,5,5,5,6,4,11,6,13
"chr2:33950934-33955969",39,33,32,26,40,35,55,28,56,91,30,43,61,70,40
"chr18:73479863-73498648",5,0,2,3,2,0,2,6,10,3,4,0,6,3,0
"chr6:4259110-4315062",0,0,0,0,0,0,0,0,0,5,0,2,2,4,8
"chr18:48853173-48853595",0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
"chr17:79345740-79373256",3,0,5,0,0,0,0,3,2,3,0,3,3,4,0
"chr19:42856166-42920390",14,23,25,14,6,3,7,17,7,17,10,24,34,21,16
"chr4:27509136-27537918",2,3,0,4,4,4,2,2,6,9,0,5,12,6,10
"chr2:188269009-188309036",4,3,2,0,0,3,6,0,0,5,3,3,0,3,4
"chr18:307052-312848",15,10,17,10,9,4,12,9,6,11,8,8,2,8,8
"chr2:224356779-224363213",0,0,0,0,0,0,0,0,0,0,0,0,2,3,6
"chr2:27713879-27755789",5,9,3,2,0,11,8,3,5,7,2,5,6,2,15
"chr8:50206189-50213003",0,0,0,0,4,3,0,0,0,5,0,3,5,3,5
"chr13:56114438-56129496",6,12,9,2,14,6,9,5,13,14,16,21,27,13,0
"chr5:167486001-167581074",5,3,0,0,0,0,3,2,4,0,2,3,2,10,2
"chr10:48188215-48200848",4,4,0,3,4,0,0,0,0,0,0,3,2,0,2
"chr6:80149001-80150524",0,0,0,0,0,0,0,0,0,5,4,0,4,2,7
"chr8:70524346-70532815",0,2,0,0,2,0,0,4,2,4,4,8,2,5,5
"chr13:86432220-86451001",4,0,6,0,0,2,0,0,3,5,0,0,0,0,0
"chr1:234383455-234538951",0,14,6,7,4,0,3,8,26,27,10,6,0,4,3
"chr13:25672724-25691066",3,3,0,2,0,2,3,0,3,0,0,0,0,2,3
"chr3:123825681-123833222",4,2,8,0,4,2,7,3,2,3,6,4,2,7,0
"chr12:9297691-9313769",30,38,33,17,33,31,38,22,30,53,39,43,46,40,36
"chr1:137247124-137280380",0,0,4,0,0,2,0,0,0,0,0,3,4,0,2
"chr7:29284390-29288495",6,6,3,5,4,9,4,0,0,9,6,8,2,10,7
"chr11:69785001-69837765",7,0,2,3,3,0,2,4,0,7,0,7,2,5,5
"chr2:38074255-38110573",2,0,0,0,0,0,2,0,3,2,5,5,5,4,3
"chr6:125524870-125594377",0,0,0,0,0,0,0,0,0,0,0,4,5,0,2
"chr1:90116534-90120765",0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
"chr1:222619896-222621077",0,2,0,0,0,0,0,0,3,10,0,3,4,4,0
"chrX:51713405-51794841",3,0,0,3,2,5,7,3,4,11,3,8,6,7,10
"chr18:1318740-1340371",3,0,3,3,3,0,3,0,0,0,0,0,0,0,0
"chr8:64635064-64644354",0,0,0,0,0,0,0,3,0,0,0,5,5,0,2
"chr6:124386601-124400951",4,3,0,0,0,0,2,0,0,4,0,2,7,5,0
"chr15:38217599-38244652",0,0,0,0,0,0,3,0,2,0,0,3,0,0,4
"chr4:66172555-66196279",3,0,0,0,0,0,0,0,0,3,3,2,0,2,3
"chr10:94307816-94320863",8,8,5,3,4,3,10,5,8,24,5,9,14,15,8
"chr8:6135492-6152538",3,0,0,4,0,0,0,2,0,0,0,0,2,0,0
"chr7:28987514-28990116",3,0,4,2,4,4,2,3,5,6,3,6,0,0,5
"chr10:30980709-30993573",10,6,12,6,5,4,8,6,8,16,8,14,7,12,9
"chr8:117106575-117109692",0,4,0,2,0,2,2,0,0,0,0,0,3,2,2
"chr9:20826561-20834954",2,4,4,0,0,0,0,0,0,2,2,0,2,0,0
"chr8:70339051-70367391",0,0,0,0,0,0,0,0,2,2,0,3,4,2,2
"chr4:626662-642336",2,0,3,0,0,2,4,0,0,0,2,5,0,3,7
"chr1:20961258-20962540",0,0,3,4,2,5,2,6,5,14,5,3,5,3,3
"chr18:25055044-25059278",4,4,0,0,0,0,0,0,4,5,4,0,0,0,3
"chr8:116554093-116555206",0,6,0,0,2,2,7,0,2,2,0,0,2,0,0
"chr1:162684057-162691242",2,0,0,0,2,0,0,0,0,2,0,4,2,0,2
"chr6:904491-907083",14,8,3,12,8,14,7,5,15,34,15,18,16,9,18
"chr11:3142305-3142832",0,2,3,2,0,0,0,0,0,0,0,0,2,0,0
"chr1:88145614-88147210",2,3,6,0,3,0,0,0,0,2,0,4,5,0,2
"chr1:235750193-235761819",0,0,0,4,4,4,2,4,3,3,0,3,2,4,8
"chr14:15086543-15091475",30,15,24,20,23,21,18,11,20,44,38,23,15,23,19
"chr2:113739689-113745181",5,6,13,6,12,2,7,0,6,14,2,0,8,4,9
"chr7:90253169-90277429",0,3,0,3,0,2,0,0,0,0,0,0,0,0,2
"chr3:15042229-15042609",10,7,9,6,6,4,10,4,22,12,0,8,12,11,10
"chr5:2257913-2314821",0,0,2,0,6,3,6,0,0,4,4,2,0,0,0
"chr19:32214551-32215127",4,3,8,0,2,3,2,4,2,5,7,2,4,6,4
"chr1:16859047-16875754",0,4,0,4,0,0,0,3,0,0,0,0,3,3,0
"chr2:13599773-13608846",0,0,0,0,0,0,0,3,0,0,2,0,5,4,0
"chr10:626473-633049",4,0,4,3,4,0,9,0,0,0,0,0,0,4,4
"chr11:84632585-84638229",4,9,5,2,5,0,5,3,4,4,4,2,8,7,5
"chr11:69064518-69068514",3,7,4,0,2,0,4,2,3,4,0,10,4,0,7
"chr18:36637823-36639900",3,0,0,0,0,2,0,0,4,3,0,0,0,2,0
"chr14:10786399-10794860",6,9,0,0,0,0,4,0,0,5,0,3,4,5,0
"chr8:47303909-47306590",0,0,0,0,0,0,3,0,4,5,0,0,5,0,4
"chr6:45526457-45537399",0,7,0,0,0,0,3,3,0,2,0,0,0,0,0
"chr12:9273125-9313769",32,25,22,19,24,15,39,15,34,24,20,34,51,28,37
"chr15:37820442-37825213",3,4,0,0,0,0,0,0,4,0,0,0,0,0,0
"chr4:144996199-145000253",0,3,0,0,0,0,0,0,2,0,2,0,4,2,0
"chr1:22735614-22738713",0,3,0,0,0,2,0,7,6,0,0,3,4,5,3
"chrX:128202172-128205259",7,4,5,0,7,3,7,3,8,7,9,5,11,7,8
"chr8:64635064-64648503",6,3,3,0,4,2,7,0,4,8,6,8,10,7,6
"chr11:34060062-34073206",10,8,9,9,11,4,8,0,9,8,2,9,7,10,7
"chr10:29318809-29333371",0,0,0,0,2,0,0,0,0,2,0,3,2,2,0
"chr6:1242429-1259749",0,0,0,0,0,0,0,0,0,0,2,3,0,2,3
"chr4:174810962-174831377",7,0,3,0,2,3,0,0,0,0,0,0,0,2,0
"chr11:34462325-34500943",2,4,5,4,2,0,2,0,0,4,0,0,0,3,0
"chr2:257626382-257634977",2,3,3,0,4,4,2,3,4,8,8,6,8,4,9
"chr6:108797786-108802113",2,2,0,4,4,0,4,4,6,2,7,4,4,6,3
"chr10:51724607-51739115",67,0,33,30,24,27,46,23,41,59,48,75,72,80,48
"chr9:46123188-46125984",0,4,0,5,5,6,0,0,3,3,0,2,2,5,5
"chr8:104504801-104514522",13,4,10,6,16,12,26,8,8,12,4,10,8,10,15
"chr2:20488617-20555751",0,2,2,0,3,0,2,2,0,0,0,4,2,0,4
"chr10:67695779-67711884",6,3,7,4,0,0,0,2,0,0,0,2,4,0,6
"chr10:110680099-110690679",19,10,4,7,6,2,8,4,7,10,3,9,11,5,12
"chr10:63908528-63915032",7,4,0,5,0,0,8,3,5,2,7,2,4,2,7
"chr9:94463647-94481167",112,101,95,56,133,59,91,77,144,175,101,176,220,212,221
"chr19:22373973-22382073",5,17,6,2,7,9,11,7,7,22,13,12,12,4,9
"chr2:56061126-56069928",0,2,3,5,0,3,4,4,4,2,8,2,7,3,4
"chr12:47286246-47292049",7,7,14,7,5,2,10,5,8,13,4,12,12,12,10
"chr1:278580846-278661960",2,0,0,0,0,0,3,0,2,0,0,3,3,0,6
"chr8:23508992-23534941",6,3,0,0,5,3,2,3,5,4,4,3,3,6,2
"chrX:4876505-4898806",0,5,5,5,8,9,8,0,8,11,5,6,10,12,7
"chr10:82038227-82039192",0,0,0,0,0,0,0,2,0,0,0,4,0,3,3
"chr1:128625388-128637195",0,2,0,3,0,0,0,0,3,4,0,0,2,0,2
"chr4:133741680-133744948",2,7,3,0,0,2,0,0,2,2,0,0,0,2,4
"chr2:34396320-34434762",10,8,4,0,4,0,5,3,3,3,0,0,0,0,2
"chr19:19872833-19874612",2,0,0,0,4,3,0,0,0,0,0,0,2,3,3
"chr4:145061557-145063825",0,0,3,0,0,0,0,0,5,5,0,0,4,7,6
"chr2:117545216-117666646",0,0,0,0,0,0,0,0,0,0,0,5,6,0,6
"chr9:30099113-30122634",0,4,0,0,2,2,0,2,0,0,0,2,3,0,3
"chr16:23555919-23600154",25,23,15,16,12,19,34,18,12,36,37,38,28,22,34
"chr3:140598632-140616459",5,3,5,5,5,3,3,0,4,3,3,6,2,6,0
"chr1:221347566-221349792",0,4,0,0,0,2,0,0,3,3,2,2,0,4,5
"chr1:157470071-157490006",0,3,3,0,0,3,0,2,4,3,6,2,6,3,5
"chr6:104798968-104846483",15,8,9,2,24,2,11,10,18,17,17,38,41,35,34
"chr5:75999930-76011558",5,0,5,2,5,0,8,6,0,4,0,2,3,5,3
"chrX:13905156-13917538",0,0,0,0,0,3,0,0,0,0,0,3,3,4,2
"chr14:17407714-17408515",0,0,0,0,0,0,0,0,4,4,3,0,0,0,0
"chr6:103401041-103413906",2,0,2,0,3,0,0,0,0,0,0,3,3,0,0
"chr1:253120469-253148277",2,5,8,7,7,5,6,2,5,3,4,6,9,6,4
"chr2:184309074-184309661",3,3,0,0,0,0,2,0,3,3,0,0,0,2,0
"chr20:19767793-19780300",16,14,14,6,2,0,7,0,5,2,0,0,10,4,7
"chr2:238742934-238746181",0,2,2,3,0,0,0,0,0,2,0,5,3,0,3
"chr3:81134588-81143240",9,5,3,7,0,0,10,4,5,8,7,9,8,4,2
"chr17:63762119-63764370",2,3,0,0,2,0,0,0,0,4,4,0,4,3,0
"chr4:8162130-8166216",2,0,0,0,0,0,3,0,0,0,0,0,4,3,2
"chr3:140598632-140622850",0,0,0,0,3,2,3,0,4,5,2,5,2,5,3
"chr5:73937165-73951450",5,0,7,0,4,0,5,4,4,7,3,5,8,7,0
"chr5:90880568-90892934",0,0,0,0,0,0,5,0,0,5,0,3,3,2,4
"chr3:8587701-8589420",0,3,0,2,2,0,0,2,3,9,3,0,3,0,3
"chr1:278580846-278620822",14,0,6,10,9,0,12,5,9,11,8,13,9,16,10
"chr18:75429814-75430443",90,87,65,0,64,51,80,34,37,72,70,31,48,47,47
"chr11:24479964-24512332",0,0,0,0,0,0,0,0,5,2,0,0,0,3,7
"chr9:96804834-96812078",2,0,0,0,0,0,0,0,5,4,0,2,2,6,6
"chr8:39392586-39551697",0,0,0,0,2,0,0,0,0,0,0,0,4,4,4
"chr19:34270069-34305849",4,2,0,5,11,3,11,6,10,18,7,36,24,18,20
"chr11:79529343-79611741",2,5,0,0,0,0,2,2,0,0,0,11,11,8,11
"chr3:54547246-54566332",6,11,13,8,8,4,6,7,8,14,8,16,21,15,20
"chr4:119832192-119837987",0,0,0,0,0,0,0,0,0,2,2,0,3,0,0
"chr12:51960260-51961629",0,3,0,0,4,0,3,3,0,3,2,3,2,7,4
"chr1:166378662-166385907",16,4,10,6,5,12,3,6,7,8,10,4,11,12,10
"chr13:95120752-95128782",0,6,4,3,0,0,3,3,6,6,0,3,0,7,2
"chrY:1142577-1153312",0,5,3,0,3,2,5,0,0,4,2,3,7,3,4
"chr17:79740146-79789485",4,0,3,0,0,0,0,0,7,2,2,4,3,3,0
"chr3:81127393-81159096",19,12,6,0,12,10,18,2,13,19,12,4,12,9,14
"chr10:30980709-30988908",3,2,4,0,0,4,0,3,2,5,4,2,3,0,0
"chr14:43420839-43430679",13,7,2,4,8,10,4,7,5,10,5,2,6,5,4
"chr4:8120652-8149019",3,4,0,0,2,0,3,2,0,0,0,4,0,3,0
"chr9:81232085-81275269",6,0,0,4,0,0,4,3,2,3,0,5,3,10,6
"chr2:171170990-171172517",0,0,0,0,5,5,4,4,3,3,6,11,9,4,11
"chr11:89155750-89180448",0,0,0,0,4,3,0,0,0,0,2,4,6,0,2
"chr4:115820712-115833021",3,2,5,8,5,2,2,3,8,5,0,6,3,3,7
"chr11:61121301-61122547",19,21,14,7,16,13,10,6,20,19,17,13,23,14,21
"chr6:125550201-125569718",6,3,2,6,14,0,13,4,19,13,4,9,14,23,7
"chr15:58184903-58194322",0,0,0,0,0,0,0,0,3,4,0,0,0,0,0
"chr15:52636357-52638595",0,0,0,0,0,0,0,0,8,3,0,5,0,0,0
"chr3:123829471-123833222",6,5,0,3,0,3,2,0,11,8,4,2,11,5,3
"chr6:86842054-86849086",10,0,0,0,5,7,4,6,4,7,3,5,9,7,5
"chr13:101502509-101503027",0,2,2,0,3,5,0,3,5,5,4,4,0,2,2
"chr10:35876013-35876397",7,7,7,3,6,6,4,12,16,10,6,6,3,3,5
"chr4:34569949-34602713",0,6,2,0,0,0,4,2,4,7,3,7,4,4,0
"chr5:105182877-105187360",15,7,4,9,12,7,8,0,16,17,4,17,19,10,13
"chr12:15075273-15098764",7,11,9,5,16,12,6,4,11,18,7,5,8,2,2
"chr2:231056605-231078948",5,5,0,0,0,0,6,2,9,4,2,5,3,3,6
"chr4:96739878-96767151",41,23,29,27,24,9,27,20,36,39,30,27,34,23,26
"chr10:106712126-106721811",5,0,0,3,0,0,0,0,0,0,0,6,3,0,3
"chr15:34428289-34428656",9,5,2,3,4,2,0,3,2,11,0,3,0,0,0
"chr13:86424477-86451001",0,0,3,0,0,3,2,4,6,5,7,8,6,6,4
"chr8:56585336-56597269",0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
"chr4:58367537-58373168",4,5,6,0,2,6,2,0,3,5,0,0,4,4,9
"chr13:73203187-73265813",0,0,0,0,0,3,2,2,0,3,2,0,0,0,2
"chr4:125762257-125789911",2,5,6,7,3,5,7,0,7,6,3,20,12,8,13
"chr11:89293785-89332868",0,0,0,0,0,0,0,0,0,2,0,4,2,3,3
"chr5:86427115-86450640",2,0,0,2,0,0,2,0,2,0,0,0,4,4,0
"chr4:96732982-96810129",6,3,5,0,0,0,0,6,3,6,12,6,7,9,9
"chr13:110049191-110052621",4,5,4,2,0,0,3,0,6,9,0,0,3,2,0
"chr1:140131618-140158228",6,6,3,0,2,0,0,2,2,5,0,4,11,3,7
"chr8:118860285-118873176",0,0,0,2,0,0,0,0,0,0,0,3,4,0,3
"chr13:105699059-105701842",11,4,0,6,5,4,9,2,16,15,6,8,4,10,5
"chr1:274688579-274701534",10,7,7,0,0,0,0,0,3,5,6,0,3,3,4
"chr6:111709226-111724523",0,0,0,3,0,0,0,2,0,5,2,2,0,0,0
"chr8:127971477-127991861",6,7,0,0,0,2,2,0,5,4,5,0,6,5,6
"chrX:123224698-123234187",0,0,0,0,2,0,0,0,0,0,0,0,3,0,5
"chr2:157066595-157082251",17,14,7,21,19,16,20,17,19,23,24,33,37,25,33
"chr8:129123864-129133074",9,4,0,0,6,6,9,4,8,17,8,4,4,9,7
"chrX:112033981-112050600",0,5,0,5,4,5,0,0,0,0,0,0,2,0,4
"chr8:60441497-60443706",0,0,0,0,0,2,2,4,6,0,0,6,4,3,5
"chr5:150850432-150865550",6,4,9,7,4,0,7,4,14,15,4,15,20,15,16
"chr3:3512475-3517163",5,5,4,0,6,0,0,8,4,4,2,6,2,5,4
"chr10:67973997-67982051",0,0,2,0,0,0,4,0,2,7,2,0,0,0,0
"chr11:83939845-83940879",25,31,14,8,15,14,12,15,19,31,9,19,14,8,8
"chr18:71698542-71701423",2,2,0,2,2,0,0,0,3,0,0,0,0,0,0
"chr14:38500179-38505001",0,4,0,6,0,3,0,0,0,0,3,2,2,0,2
"chr1:220039308-220040146",3,3,2,4,9,0,0,6,4,5,4,0,6,2,9
"chr6:125538240-125590030",0,0,0,0,2,0,2,0,2,0,3,7,0,5,3
"chr6:43300893-43325257",0,5,2,0,0,0,0,0,2,4,0,0,5,5,0
"chr8:78229134-78233432",0,0,0,0,0,0,2,0,0,2,0,5,5,5,5
"chr5:167486001-167547741",0,4,2,4,0,0,4,2,2,2,0,6,7,0,3
"chr8:73720946-73737419",0,4,0,5,2,0,3,2,0,0,0,2,2,0,9
"chr2:174336857-174342089",0,12,15,11,14,5,24,7,22,15,6,18,34,28,15
"chr2:206956638-206976810",16,6,8,9,14,9,26,6,2,16,11,19,7,21,8
"chr13:83643437-83660292",0,0,3,3,2,3,0,0,4,0,3,0,3,5,3
"chr5:160138672-160139442",2,0,0,0,0,0,0,0,0,0,0,2,3,0,3
"chr2:185599195-185617434",3,0,0,0,0,0,2,2,3,6,2,0,7,4,6
"chr5:105243242-105253190",0,0,0,0,2,0,0,0,2,5,0,0,0,3,0
"chr5:36043415-36046665",0,0,0,2,4,0,6,0,4,2,4,3,4,0,4
"chr10:86175962-86195240",4,5,7,8,14,3,10,8,14,12,12,12,12,11,15
"chr11:60383243-60388137",7,13,5,3,3,0,0,4,6,4,3,2,3,5,0
"chr18:77477060-77520779",2,0,3,3,2,0,4,0,7,7,3,9,2,7,0
"chr6:108573912-108589418",8,5,0,5,0,0,0,0,0,0,0,0,0,0,0
"chr20:14319170-14348042",7,2,4,5,2,0,0,3,0,3,0,5,8,6,3
"chr5:128678699-128681202",7,14,7,3,15,3,17,17,19,13,14,29,5,16,16
"chr4:96732982-96767151",18,14,12,15,14,3,13,10,23,20,19,32,43,28,33
"chr18:29633808-29634585",12,8,13,7,12,7,12,7,18,25,15,9,22,17,13
"chr18:32548750-32554731",3,0,2,3,2,2,0,0,0,0,0,0,0,0,0
"chr13:56096834-56129496",5,0,3,0,3,0,2,0,5,11,5,4,7,12,0
"chr14:37228632-37262083",8,0,6,3,7,4,3,4,8,12,9,9,10,9,3
"chr6:104844523-104864968",6,3,3,2,3,0,0,0,0,0,0,5,0,6,0
"chr5:159113203-159119213",21,10,13,15,10,5,8,11,9,18,15,23,25,10,29
"chr1:6804365-6816920",4,2,5,2,7,3,9,0,5,6,3,0,0,6,5
"chr1:257191149-257192683",0,0,0,0,0,0,0,0,3,3,0,4,0,4,4
"chr8:78908446-78910847",2,2,2,0,3,2,6,5,0,0,10,5,2,4,0
"chr6:21301779-21308087",12,6,0,2,5,0,6,2,0,5,2,4,9,7,0
"chr19:17493068-17494680",6,2,3,0,0,0,2,2,2,3,3,4,6,3,0
"chr4:96739878-96787475",20,20,26,6,27,13,15,8,17,29,23,21,28,16,20
"chr8:94283953-94292111",4,2,0,0,0,0,2,2,7,7,6,3,0,5,5
"chr10:71515700-71519615",10,3,4,3,3,0,4,2,6,7,4,5,4,9,5
"chr1:20945434-20962540",2,0,2,0,0,0,0,0,2,3,0,0,3,0,4
"chr2:123163417-123170775",5,6,0,3,4,2,9,3,6,7,5,10,9,7,7
"chr20:50755699-50771244",2,0,0,0,0,0,0,0,0,3,4,0,0,0,0
"chr2:62377060-62381205",3,0,0,3,0,0,0,5,3,0,0,2,2,0,0
"chr10:110495072-110508344",5,0,3,0,3,2,0,2,5,3,0,6,0,0,3
"chr5:113794314-113803150",0,0,0,0,4,3,0,3,3,7,4,5,0,3,0
"chr4:49207203-49287862",20,3,10,6,13,2,7,3,10,11,14,9,4,2,9
"chr14:79973875-79987917",0,5,4,0,0,0,0,4,4,2,0,0,3,8,5
"chr8:64139289-64145423",3,0,3,2,2,3,6,0,3,8,0,0,4,5,9
"chr2:24125860-24161334",2,0,4,7,3,0,2,0,2,0,0,0,0,3,2
"chr4:67449579-67455064",0,2,2,0,0,2,0,0,0,4,4,0,0,2,3
"chr12:5593776-5632155",8,4,2,9,2,4,4,0,4,3,0,0,0,2,0
"chr1:104785950-104795565",8,3,3,0,4,3,2,0,3,2,0,2,0,6,6
"chr19:33010738-33073342",0,5,3,4,3,0,0,0,2,3,4,2,0,3,3
"chr2:251176578-251376470",5,0,3,7,0,0,0,5,5,2,2,0,0,0,3
"chr9:66751637-66770533",0,2,0,0,0,0,0,0,2,3,0,4,0,0,0
"chr4:62265575-62272586",2,0,0,0,0,0,0,0,0,0,0,0,3,3,3
"chr18:24381676-24395203",2,0,0,0,0,0,0,0,3,0,8,3,0,5,2
"chr2:27713879-27755196",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"chr7:59566764-59587384",0,2,0,0,0,2,0,2,2,0,4,2,6,4,0
"chr7:134656908-134667817",0,4,0,0,0,0,0,2,0,0,0,3,0,0,3
"chr3:21878521-21904269",7,5,2,3,7,0,5,2,3,10,3,7,6,18,15
"chr10:57551345-57563686",0,0,0,0,0,2,2,2,0,3,0,0,0,0,0
"chr8:45691134-45743143",13,23,19,16,38,26,51,24,42,53,30,79,81,76,70
"chr15:55151603-55178994",0,0,2,0,3,0,0,0,0,4,0,5,0,3,2
"chr9:112317485-112353641",0,0,0,0,0,2,3,2,0,3,0,0,4,7,5
"chr7:18427969-18430356",0,0,0,0,0,0,0,0,4,3,0,2,4,0,3
"chr17:24052253-24058139",0,3,9,0,4,0,0,2,5,0,0,0,3,3,0
"chr1:174609600-174613577",4,3,4,0,9,8,8,4,3,7,4,4,7,2,4
"chr6:49198513-49249731",0,0,0,0,2,3,0,2,0,5,0,5,3,3,10
"chr5:64346707-64358597",5,2,4,3,0,7,10,4,11,9,3,0,2,0,0
"chr3:1988750-1998592",7,5,0,0,0,2,2,0,2,6,4,0,8,4,4
"chr2:237830424-237851960",2,0,3,0,5,0,0,0,0,5,0,0,2,3,4
"chr13:34519015-34528874",0,0,0,0,2,3,3,0,0,0,0,5,0,0,0
"chr1:221156954-221157236",0,0,0,0,0,0,0,0,0,2,13,0,0,0,4
"chr11:31723564-31733245",8,4,0,0,0,3,5,3,3,4,5,13,7,5,7
"chr4:49207203-49220556",19,16,18,11,7,21,17,12,5,21,3,14,12,16,18
"chr6:122741264-122741693",0,2,0,0,5,0,5,5,3,5,5,0,0,0,4
"chr18:59207484-59245202",0,2,0,0,0,0,0,0,0,5,2,0,0,3,0
"chrX:984901-1000481",0,0,0,0,0,0,2,0,0,0,0,3,0,0,8
"chr17:84900262-84922765",4,0,0,0,0,0,2,0,0,0,0,5,4,2,0
"chr5:50318351-50319000",3,11,0,0,5,0,8,3,11,3,7,5,10,8,3
"chr2:172312783-172322184",2,0,0,0,0,0,0,0,0,0,0,0,4,0,3
"chr10:91140959-91159440",3,2,0,0,0,0,0,0,0,0,2,4,2,2,2
"chr5:60591600-60597799",2,0,0,0,0,0,2,0,4,3,0,3,0,7,0
"chr15:36934315-36940208",2,4,2,3,3,0,2,0,6,3,0,4,3,2,2
"chr9:73752937-73773659",9,0,7,4,4,0,6,4,3,0,8,4,9,5,5
"chr18:17404077-17502228",0,0,0,0,0,0,0,0,7,0,5,0,3,4,2
"chr14:7186515-7190518",37,46,22,26,22,27,30,28,37,73,39,40,61,50,34
"chr20:13906484-13921285",3,0,3,2,0,0,0,2,4,4,3,4,3,0,6
"chr11:86824053-86834088",4,0,4,0,2,0,2,3,3,3,0,0,2,6,3
"chr9:50929639-50942793",0,0,0,0,0,2,0,0,0,0,0,0,0,3,3
"chr3:51187491-51198927",0,0,0,2,0,0,0,0,3,0,0,0,3,3,4
"chr11:89316354-89332868",0,5,6,4,7,2,7,0,5,9,5,5,8,11,4
"chr18:2005294-2013322",0,3,4,0,0,0,0,2,0,0,4,0,3,2,4
"chr11:74759325-74786639",5,0,3,7,6,5,8,4,8,3,4,10,9,10,8
"chr1:204960841-204961691",0,0,5,0,0,4,0,3,0,2,0,3,5,6,0
"chr15:48165423-48172696",2,0,2,0,5,0,4,0,4,6,0,0,6,2,10
"chr5:119207376-119225330",0,0,0,0,0,0,0,0,0,2,3,5,0,2,2
"chr7:95160663-95185992",4,0,0,0,2,0,3,0,0,3,0,2,3,3,6
"chr4:96739878-96745521",7,7,4,10,12,7,13,2,17,11,10,12,15,18,14
"chr4:151118221-151124504",14,10,10,6,2,3,6,6,9,2,7,3,6,9,5
"chr12:8189807-8220963",0,0,0,0,0,0,0,0,0,0,0,0,3,6,0
"chr5:157863697-157864867",0,0,2,4,2,4,0,2,2,6,0,0,2,2,0
"chr5:90817794-90827570",0,5,2,0,0,0,0,2,3,0,0,0,4,4,2
"chr1:278698312-278749829",8,8,4,2,5,9,9,0,6,10,3,3,4,5,3
"chr3:140555175-140616459",4,0,2,0,2,0,0,3,4,2,2,2,0,0,2
"chr2:34462446-34503654",5,6,5,3,3,0,5,0,0,0,4,0,0,0,3
"chr12:39627016-39635912",4,4,4,2,0,0,3,0,3,2,4,7,7,5,3
"chr4:168499186-168517342",24,29,22,14,18,13,22,17,23,17,14,17,19,28,21
"chrX:157321814-157323322",8,5,7,9,0,0,0,0,0,5,0,0,0,0,2
