ID,1032245.N,1039868.N,1042353.N,1042745.N,1043773.N,1045386.N,1045549.N,1046191.N,1046287.N,1046349.N,1046499.N,1047291.N,1047831.N,1047912.N,1048720.N,1049983.N,1050700.N,1051316.N,1054390.N,1056166.N,272577.N,451368.N,477022.N,515975.N,522638.N,548142.N,649867.N,685749.N,843725.N,99272.N,1032245.P,1039868.P,1042353.P,1042745.P,1043773.P,1045386.P,1045549.P,1046191.P,1046287.P,1046349.P,1046499.P,1047291.P,1047831.P,1047912.P,1048720.P,1049983.P,1050700.P,1051316.P,1054390.P,1056166.P,272577.P,451368.P,477022.P,515975.P,522638.P,548142.P,649867.P,685749.P,843725.P,99272.P,1032245.T,1039868.T,1042353.T,1042745.T,1043773.T,1045386.T,1045549.T,1046191.T,1046287.T,1046349.T,1046499.T,1047291.T,1047831.T,1047912.T,1048720.T,1049983.T,1050700.T,1051316.T,1054390.T,1056166.T,272577.T,451368.T,477022.T,515975.T,522638.T,548142.T,649867.T,685749.T,843725.T,99272.T
chr3:171188702-171194635,3,5,3,0,6,3,13,2,4,3,10,5,3,4,0,6,3,0,9,3,2,2,7,4,0,7,5,6,3,4,3,0,4,0,0,0,7,3,5,2,6,0,4,4,3,2,5,3,6,2,3,3,4,0,2,4,5,0,2,2,4,0,4,0,5,0,0,2,0,0,5,0,3,0,2,3,3,5,0,3,3,0,0,0,3,2,2,2,0,0
chr16:27213585-27215008,5,6,8,8,15,7,18,3,5,4,11,10,7,11,4,6,3,3,7,8,3,7,13,5,7,9,4,7,4,9,7,5,10,7,14,11,11,10,8,6,9,8,6,11,7,3,4,7,7,9,3,5,10,0,7,3,4,10,10,6,4,0,0,0,4,6,4,2,4,0,4,0,0,0,2,0,0,0,0,2,0,4,0,0,2,6,3,7,7,5
chr22:45729425-45740538,8,17,13,14,23,23,15,19,15,13,24,24,23,11,14,14,9,8,14,9,11,5,20,5,13,17,13,12,13,25,9,8,16,10,15,34,27,17,26,20,23,12,22,28,15,8,7,12,13,11,16,15,20,9,32,14,8,3,11,9,14,8,9,22,15,18,7,8,10,20,15,17,17,24,11,6,16,14,9,6,7,5,18,4,17,10,7,13,14,13
chrX:135545423-135556300,5,7,6,2,7,10,7,0,5,10,4,3,5,4,0,5,3,5,8,6,4,2,2,3,3,6,6,5,5,12,4,7,2,3,7,9,12,7,2,11,12,6,8,10,2,0,4,0,6,5,5,2,8,4,6,6,3,8,6,9,2,5,5,4,7,4,0,0,2,0,5,2,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,5,2,3
chr13:100301460-100368574,0,2,0,2,2,2,2,2,0,3,2,0,0,0,0,0,0,0,2,0,2,0,0,3,0,4,3,0,5,5,2,2,2,0,2,2,3,2,0,0,9,0,3,2,2,0,2,0,2,4,0,0,0,2,4,0,4,3,0,2,4,0,0,0,2,2,0,3,0,2,2,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
chr20:34072066-34078553,2,3,4,0,5,0,2,2,0,2,3,2,3,4,2,2,0,3,2,0,2,5,2,5,2,4,4,5,3,4,3,2,4,2,3,3,3,4,2,9,4,2,3,5,4,2,2,2,4,5,5,0,2,2,3,3,3,3,0,2,8,0,0,3,4,2,0,0,4,2,0,3,0,7,0,0,4,2,6,7,2,0,5,2,7,5,5,7,2,0
chr16:71658233-71679535,3,2,3,2,0,4,3,5,2,0,2,4,3,0,0,2,0,0,2,4,2,0,0,0,0,6,0,0,0,4,3,2,2,0,3,3,7,3,0,3,6,0,5,4,3,2,0,0,2,0,2,0,0,0,0,2,2,0,2,5,0,0,3,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0
chr1:40190772-40202614,2,0,3,2,0,0,4,0,3,0,3,0,0,0,2,4,2,0,2,2,2,0,5,0,4,4,3,4,0,3,0,4,0,0,4,0,3,0,2,0,3,0,2,7,2,4,0,0,0,5,0,0,0,0,2,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,4,0,0,0,2,0,0,0,0,2,0,0
chr3:179203544-179204588,0,0,3,3,4,4,2,4,3,0,9,4,4,5,4,3,3,0,2,4,0,0,2,2,0,0,5,2,3,3,3,0,2,2,3,0,4,4,4,2,6,6,3,5,3,0,2,0,0,0,3,3,3,0,5,5,0,3,5,3,0,0,5,3,0,0,0,2,4,0,2,0,0,4,4,0,0,0,0,0,2,0,0,3,3,2,0,3,0,3
chr17:76312870-76313891,3,0,3,2,3,3,5,4,0,3,2,2,2,4,4,5,2,0,2,0,0,2,3,2,2,4,2,2,2,2,2,0,0,2,3,4,5,4,0,2,2,0,3,2,3,0,0,0,0,3,3,0,3,0,3,4,2,4,2,0,2,5,3,0,6,2,0,2,3,0,3,7,2,6,5,4,4,4,4,0,0,0,0,3,5,7,3,3,4,0
chr12:46229153-46254936,5,5,9,4,9,8,10,0,2,7,7,4,8,2,0,10,0,8,4,6,6,0,6,3,4,6,7,13,0,6,2,13,11,7,2,12,11,0,6,3,9,2,16,8,7,8,4,3,2,2,7,0,5,8,7,0,6,10,2,3,3,2,11,9,4,4,6,0,5,2,10,0,4,6,6,2,2,4,7,3,0,3,4,0,2,2,3,6,0,8
chr19:23807826-23808814,0,5,2,2,0,0,9,6,0,0,2,0,3,0,0,3,5,0,2,0,2,2,6,6,0,0,3,0,2,2,3,0,0,3,0,5,5,0,0,0,3,5,2,0,3,0,0,0,0,2,2,3,4,4,4,0,4,2,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
chr10:17704431-17705741,5,0,2,2,2,3,4,3,2,0,2,5,4,0,3,0,3,5,4,2,0,5,2,2,2,6,4,3,3,7,3,0,2,0,0,0,3,2,0,0,11,6,2,3,0,3,2,3,4,0,0,3,3,0,0,5,3,4,0,0,3,0,0,0,3,0,0,2,2,0,0,0,0,0,0,0,5,2,2,0,2,0,0,2,2,4,0,0,5,0
chr10:84417771-84425893,13,16,13,16,17,21,22,9,9,6,18,24,14,13,10,7,11,9,10,12,9,19,23,7,9,17,7,7,18,14,14,22,10,8,8,22,19,8,12,15,29,21,12,24,7,9,9,6,9,8,12,8,11,7,10,12,19,6,11,18,8,4,22,14,19,14,6,7,19,4,15,15,14,18,4,6,13,14,9,12,5,11,5,3,10,9,11,11,12,16
chr21:15762891-15766141,6,3,5,0,6,6,11,12,8,0,9,7,6,6,6,7,13,8,12,5,5,15,4,6,2,20,8,11,7,17,6,3,5,0,2,7,13,9,9,8,16,10,7,11,7,2,6,8,10,8,14,8,5,2,11,19,13,7,7,3,7,3,3,3,7,5,3,2,9,2,6,4,6,3,6,4,10,4,6,5,2,4,2,2,6,6,5,8,12,10
chr5:177536358-177539147,3,7,5,5,13,7,16,9,12,7,11,8,6,7,11,16,10,7,11,17,5,11,15,7,10,12,9,17,13,13,10,4,0,7,6,10,14,12,10,8,15,8,17,8,12,7,7,3,11,9,7,8,8,2,11,10,18,14,13,9,15,8,0,8,7,4,5,4,7,7,9,6,3,9,5,4,12,10,9,9,3,12,9,4,15,13,7,20,9,6
chr10:73536269-73539593,4,2,0,0,0,0,5,2,3,0,2,3,0,0,3,0,0,0,2,0,0,3,2,0,3,2,3,3,0,4,0,3,0,0,2,4,4,0,2,0,4,0,4,2,0,0,2,0,5,0,0,0,3,2,2,0,7,0,0,3,3,0,0,0,2,0,0,0,3,0,2,0,2,0,0,0,0,0,0,2,0,0,0,2,0,3,4,0,2,0
chr3:172251260-172310881,0,0,2,2,0,7,7,5,2,6,9,10,8,3,3,7,10,3,4,9,5,3,8,4,5,2,2,4,3,7,3,6,7,11,6,9,6,6,4,9,8,8,12,7,7,2,0,3,13,5,8,5,7,0,3,5,6,8,8,6,7,0,12,10,4,4,3,7,5,0,7,9,7,0,3,3,0,2,8,4,0,3,3,6,5,3,3,6,5,4
chr7:77778338-77778814,0,2,9,0,0,2,0,4,6,3,0,3,5,2,0,0,0,2,5,3,0,0,3,3,0,4,5,5,3,4,0,4,4,0,0,0,3,0,3,2,5,4,0,3,0,0,2,0,3,2,2,0,4,2,6,5,3,0,0,0,0,0,3,3,2,0,0,0,2,0,2,2,5,0,0,0,0,2,4,0,2,3,0,0,0,0,0,0,0,2
chr6:116698704-116705160,7,8,4,2,4,8,14,3,4,0,5,6,5,7,3,5,7,9,3,4,3,3,10,2,4,4,5,8,6,8,7,9,11,5,5,11,8,7,7,8,10,9,4,18,2,15,6,2,7,3,4,0,5,2,4,7,6,4,9,4,3,0,10,0,2,5,2,0,3,2,5,5,4,5,2,0,2,0,2,2,0,0,0,0,3,0,0,8,2,2
chr4:102722871-102726683,0,0,0,2,7,2,4,2,0,0,2,2,2,2,3,2,3,2,4,0,2,5,4,0,2,6,0,3,3,4,0,0,0,0,3,5,5,0,3,0,2,0,7,7,0,2,2,0,4,0,4,5,2,2,2,3,2,2,0,0,2,0,0,0,3,0,2,4,2,0,0,2,0,2,0,0,0,0,0,0,0,0,2,2,0,7,0,4,0,4
chr1:172551512-172557794,5,2,4,4,5,9,6,5,4,4,2,8,8,6,0,6,2,3,4,0,5,2,6,3,2,10,0,0,4,7,8,2,5,8,6,6,10,5,5,6,9,6,5,0,2,5,4,2,3,6,6,6,6,2,7,2,5,7,7,4,5,5,3,6,7,2,3,0,5,0,6,2,3,3,3,4,3,0,7,7,0,4,5,2,0,2,0,4,5,6
chr20:21365421-21368590,2,0,3,2,4,0,5,5,4,0,4,2,2,2,0,0,4,7,4,2,2,5,4,0,2,3,3,0,3,5,2,3,4,2,2,6,7,4,5,2,10,2,6,12,4,3,0,0,0,4,6,3,4,0,5,8,9,3,2,0,3,0,8,6,2,7,0,0,4,7,4,4,4,7,2,3,4,3,0,0,0,8,5,0,5,6,0,6,6,0
chr5:171183195-171205612,5,6,0,0,5,2,10,3,4,5,4,8,3,3,0,0,7,3,8,5,4,5,9,4,5,8,4,2,9,8,11,9,2,5,6,10,5,5,8,3,13,5,10,9,7,3,11,7,10,0,0,4,7,4,6,7,12,3,6,0,10,0,15,12,11,5,0,11,8,6,6,4,20,7,9,4,0,6,3,4,4,7,6,3,14,6,3,5,5,8
chr10:31373018-31387266,3,0,3,0,3,4,2,3,3,2,3,0,2,0,2,3,2,0,0,6,0,2,0,2,3,3,2,0,0,4,2,2,3,0,0,3,3,0,2,3,2,5,4,0,0,0,0,0,0,2,4,3,3,0,2,3,4,3,2,0,4,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0
chr5:65567513-65572286,14,10,3,2,7,30,2,8,9,0,8,3,0,9,0,17,3,8,10,3,2,0,0,0,0,0,0,6,9,0,11,7,3,0,14,21,2,8,10,0,12,3,0,18,0,4,0,2,10,0,9,0,3,0,0,3,4,5,11,0,2,7,0,0,26,3,0,3,11,2,3,0,0,6,0,5,0,6,3,0,4,0,0,0,0,3,0,8,5,0
chr3:16301626-16302748,0,3,2,0,3,4,11,0,5,3,6,0,2,2,4,0,0,0,0,0,2,2,4,0,0,0,2,4,0,9,0,3,0,2,2,4,5,3,2,6,9,3,5,8,6,0,0,3,2,2,4,2,3,0,5,3,5,3,4,7,0,0,4,3,4,0,0,0,0,0,5,0,0,0,0,2,2,0,0,0,2,0,0,2,0,0,0,0,3,4
chr2:69337898-69338565,3,0,3,0,4,4,5,2,2,0,2,8,2,2,0,0,4,0,3,2,0,4,4,2,2,2,0,4,0,3,0,0,0,4,0,0,2,6,2,4,6,5,3,3,0,2,0,3,2,0,4,0,5,0,8,2,3,3,0,3,2,2,0,6,4,3,0,0,2,4,0,0,0,0,0,0,3,0,0,0,2,3,0,2,3,3,0,5,2,4
chr12:113267843-113269845,3,5,2,5,5,7,7,4,3,0,4,13,0,5,3,8,2,0,8,3,3,4,4,0,3,11,5,3,6,5,0,2,2,3,5,5,4,0,2,3,9,5,7,7,5,0,6,0,5,4,0,3,0,0,3,6,2,3,8,3,3,2,2,6,3,3,2,3,2,0,5,6,2,6,3,6,0,8,4,5,0,2,2,0,3,5,9,5,2,4
chr7:158759486-158764853,33,46,21,22,62,79,67,38,51,24,48,47,35,38,40,51,37,32,32,55,35,32,58,25,25,55,26,34,40,67,48,26,34,24,41,67,60,48,48,56,78,40,41,73,18,37,22,20,33,29,40,46,48,28,54,28,34,32,41,29,32,10,16,18,32,44,10,28,44,28,31,16,12,9,14,19,24,12,25,22,11,21,25,17,22,24,12,25,32,27
chr11:77619606-77629899,5,5,2,6,10,6,4,4,3,4,7,8,2,5,3,8,8,4,6,4,7,2,9,5,6,6,3,9,4,14,3,7,2,3,7,11,3,3,2,6,8,6,3,8,2,5,2,0,6,2,4,3,10,8,7,8,13,3,7,4,3,0,4,3,5,9,2,3,0,4,0,9,2,4,5,2,0,5,2,4,0,2,0,0,0,2,0,3,2,5
chr8:100709133-100713181,0,4,0,0,5,3,6,0,3,4,0,4,2,4,3,0,0,3,3,0,2,2,3,2,0,3,0,3,2,0,0,2,0,3,0,3,4,2,0,4,3,0,0,6,0,3,2,2,6,2,2,0,5,0,0,0,0,0,0,0,0,2,4,0,4,2,0,0,2,8,2,4,0,5,4,0,3,4,2,0,0,2,2,0,0,2,3,2,3,0
chr12:32598497-32625779,6,2,0,2,3,2,2,0,3,2,0,0,4,2,0,4,0,3,5,0,0,0,3,2,2,2,5,0,0,0,5,2,2,0,2,4,0,2,3,3,3,7,6,0,3,0,0,0,3,0,0,0,4,2,3,6,2,0,0,0,2,0,0,2,0,2,0,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0
chr15:25405461-25415842,7,3,0,0,9,11,9,3,4,4,5,5,8,4,0,9,5,4,3,7,0,2,11,4,4,10,3,7,2,15,6,4,0,7,5,5,9,4,4,4,9,7,4,11,8,5,6,2,7,4,0,3,9,2,5,7,2,0,10,5,7,3,2,3,7,5,3,3,3,3,3,9,6,10,3,3,2,5,3,2,0,5,0,0,3,6,5,8,5,3
chr18:54271360-54277855,2,4,0,0,2,4,3,0,2,0,5,4,0,6,2,0,2,0,0,2,0,4,0,0,2,0,0,3,0,2,0,0,0,0,3,2,5,3,0,4,2,0,3,9,0,4,0,0,2,0,2,4,3,2,4,0,3,5,2,2,0,0,0,0,2,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0
chr4:139889357-139890967,5,7,2,8,15,10,3,6,7,4,11,8,4,5,3,5,12,9,9,10,0,4,6,5,7,8,13,7,5,11,12,2,4,2,8,14,7,9,9,12,7,13,3,13,15,3,13,6,10,2,8,3,8,6,10,13,8,3,10,9,6,0,6,0,2,5,6,6,2,8,6,8,2,3,4,0,0,2,9,3,0,4,0,0,4,4,2,3,2,3
chr14:91481576-91490802,0,2,0,2,0,5,0,2,6,0,2,7,4,3,0,0,2,0,3,4,2,2,2,2,0,4,0,0,4,5,4,0,3,0,5,5,2,0,3,9,4,0,2,2,2,2,0,2,3,2,3,2,3,0,3,2,4,0,3,3,3,2,2,0,3,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,4,0
chr11:34089395-34092056,3,3,0,0,3,3,2,0,0,0,0,6,3,3,0,0,2,0,3,3,0,2,0,0,2,2,0,0,2,3,0,3,2,0,0,0,0,2,2,2,10,3,0,0,0,0,0,0,0,3,0,0,3,0,2,2,2,3,0,0,3,0,0,3,4,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,3,4,0,4,3,2
chr3:119863419-119905852,0,2,3,0,4,2,3,0,3,0,0,2,2,0,0,0,3,0,3,0,0,0,5,2,2,5,0,0,2,5,0,2,0,0,2,0,6,3,0,0,3,0,2,2,3,3,0,2,2,0,7,4,0,0,3,0,0,0,0,2,2,0,3,3,6,3,0,0,2,0,0,0,0,0,0,0,6,3,2,0,0,2,0,0,0,2,4,0,2,0
chr9:83682951-83686155,5,6,9,2,7,5,5,7,5,2,3,4,5,7,3,6,4,7,7,3,0,2,6,0,3,11,4,5,4,9,3,5,0,0,4,5,11,5,7,3,8,6,7,16,8,3,2,2,7,8,3,2,5,0,9,4,8,6,3,2,2,3,3,4,10,0,0,0,2,3,0,0,6,6,0,3,0,0,0,2,0,3,3,2,0,3,0,3,0,2
chr13:40826506-40855815,2,2,0,3,3,7,3,3,5,3,0,3,0,0,2,0,0,3,3,2,0,0,3,5,0,3,0,0,3,0,2,3,3,4,4,4,0,3,0,5,0,2,9,5,4,2,0,0,0,2,2,0,3,3,0,0,0,2,2,0,3,2,0,0,0,4,0,0,3,0,3,3,2,2,0,0,2,0,2,0,2,2,2,0,4,0,3,3,0,5
chr14:103778745-103797518,7,10,10,3,8,7,16,8,10,7,14,15,5,12,5,9,4,9,8,9,7,4,7,10,9,24,9,6,9,8,6,7,7,7,7,8,9,9,4,8,11,8,8,7,9,6,9,7,10,5,6,4,8,11,9,17,10,6,10,5,8,7,6,12,14,0,8,3,4,7,3,5,7,5,3,8,8,9,10,7,3,0,6,3,0,5,3,4,5,4
chr16:53155926-53157541,5,7,5,0,10,12,3,5,3,6,2,4,8,5,5,8,4,3,4,5,0,6,5,8,2,6,5,4,5,12,8,3,4,6,4,17,12,4,5,4,12,10,5,10,3,3,3,6,5,4,7,4,9,3,8,6,9,2,10,2,4,0,3,3,5,0,2,5,5,3,3,0,0,0,2,0,0,0,4,3,2,4,16,2,3,0,0,4,4,2
chr1:90937485-90982370,0,7,2,2,10,5,3,4,3,0,2,0,0,4,2,0,3,2,5,2,0,0,4,3,0,6,2,2,6,6,6,3,0,5,4,5,4,2,4,6,6,4,4,3,3,3,4,3,4,0,2,3,0,4,4,0,0,4,3,2,7,0,0,9,5,14,0,0,0,3,0,0,3,4,3,0,0,2,6,5,3,0,0,2,3,2,3,5,3,2
chr1:92605307-92625934,2,0,3,0,4,4,4,0,4,0,4,9,3,2,0,3,2,2,0,0,0,0,0,0,2,3,0,3,2,2,0,0,0,0,0,5,3,4,0,0,0,0,0,3,0,2,0,3,5,0,0,2,0,0,3,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,4,0
chr2:71426460-71427414,0,0,0,2,4,6,2,0,3,0,3,0,5,2,2,0,0,0,3,0,0,2,3,0,0,6,2,0,5,6,0,4,3,0,3,7,3,8,0,5,5,6,6,5,0,2,0,0,4,3,3,4,5,2,3,0,2,4,3,4,0,0,0,3,2,0,0,2,3,0,0,2,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,2,2
chr2:101281859-101295181,2,0,0,2,2,3,4,4,2,0,4,2,0,0,3,2,0,4,4,4,0,5,0,0,0,2,0,0,2,0,3,2,0,0,0,2,5,0,3,0,4,0,3,4,0,2,0,5,3,0,2,0,3,0,0,2,0,2,0,2,0,0,2,0,0,0,0,2,0,0,4,3,5,0,0,0,0,0,0,3,0,0,3,0,0,4,0,4,3,4
chr15:94356137-94402019,13,5,0,7,14,9,15,3,9,9,14,12,7,8,6,11,7,8,10,17,4,3,6,6,9,11,13,9,9,15,5,5,7,3,9,20,9,8,5,9,21,9,14,11,12,8,9,3,17,11,6,6,0,6,8,8,10,2,12,9,4,4,8,10,4,10,3,6,4,4,6,4,2,2,4,0,2,6,9,5,0,9,2,6,3,2,3,8,5,9
chr10:103091564-103094455,0,3,2,0,0,3,5,2,0,0,0,2,2,3,0,6,0,0,3,3,0,0,2,0,5,2,0,2,3,0,0,0,0,4,2,0,0,3,0,0,2,3,2,3,5,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,3,0,2,0,0,0,2,0,0,4,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
chr21:46349012-46349820,0,3,5,6,4,3,6,2,10,2,6,3,0,3,3,5,2,4,6,0,5,2,5,8,2,3,2,3,5,0,7,5,4,3,3,2,7,0,0,5,9,5,2,3,4,3,3,3,4,4,10,2,0,0,5,7,6,6,6,2,2,0,0,0,7,0,0,4,3,0,2,0,6,0,5,4,3,6,4,0,4,4,2,0,4,2,2,11,2,0
chr12:69800209-69801721,28,36,36,24,45,21,51,35,38,15,36,60,34,44,18,34,27,20,43,31,23,27,35,30,37,32,24,23,26,61,40,29,20,17,23,43,54,36,40,24,42,40,36,58,36,14,20,17,32,17,32,23,47,14,48,35,29,24,22,24,18,10,27,11,36,15,12,11,17,17,27,12,22,29,19,23,17,20,19,18,6,0,21,11,11,19,17,64,22,10
chr15:63532647-63563008,6,15,6,9,17,13,5,12,12,10,13,17,11,5,3,9,8,7,7,7,10,4,13,7,7,12,14,3,7,17,11,7,7,8,10,19,9,9,11,6,20,7,13,20,11,4,4,3,11,7,10,7,18,10,10,13,14,6,9,9,14,8,6,10,8,7,5,5,5,9,4,8,13,2,4,5,16,7,5,6,3,9,4,11,3,4,3,5,2,10
chr15:68141946-68146700,0,0,0,0,0,3,4,0,4,2,4,0,0,0,0,4,2,3,4,3,0,5,2,0,0,2,6,4,0,4,0,3,2,2,0,7,4,3,0,0,6,2,0,6,0,3,0,2,2,3,3,0,3,0,0,3,5,0,2,5,0,2,0,3,4,0,0,0,3,0,0,0,0,5,3,2,0,0,0,0,0,0,5,0,0,2,0,0,3,4
chr1:92333391-92380873,10,12,9,7,13,13,10,8,11,6,5,13,13,9,0,19,6,7,9,9,11,2,14,11,3,16,5,7,13,15,11,11,7,10,12,12,11,0,8,11,14,8,8,23,8,5,9,8,13,7,17,6,13,6,12,10,11,9,13,6,6,7,8,5,6,4,4,4,10,7,3,4,4,6,5,7,5,8,6,3,3,6,6,2,3,2,2,9,7,5
chr5:14316513-14336727,0,6,5,3,2,4,4,4,2,0,2,0,2,2,2,3,3,2,3,2,0,0,6,0,2,2,8,3,0,4,0,0,3,0,7,3,3,4,4,2,9,3,2,3,2,2,3,0,3,2,0,3,5,3,4,3,3,4,0,2,4,0,2,9,6,13,4,0,6,2,6,3,0,2,4,6,4,0,2,3,5,4,2,4,2,0,6,4,5,2
chr9:127444029-127445249,0,2,0,0,0,3,2,2,0,4,4,2,0,2,4,0,5,0,0,3,2,3,0,2,0,2,4,2,4,0,3,3,0,3,0,4,0,2,5,3,4,0,0,6,0,2,0,0,2,5,2,0,0,0,0,3,2,5,0,0,0,0,2,0,0,0,0,0,2,0,0,3,0,0,0,0,2,2,2,0,0,3,0,0,0,0,0,0,0,3
chr5:154950821-154967237,0,3,2,0,0,0,0,0,2,0,0,0,3,0,2,5,3,3,6,0,0,3,3,3,0,2,0,0,5,2,2,0,2,2,0,0,2,0,3,0,0,0,0,3,0,2,2,2,0,0,0,0,3,2,2,0,3,0,0,0,0,0,2,2,6,0,2,0,0,2,4,3,3,5,4,0,0,2,0,0,2,2,2,0,3,0,0,3,2,0
chr1:235830226-235833667,5,2,0,2,0,2,0,5,0,0,2,3,0,3,0,0,2,2,0,0,0,2,2,0,0,5,3,0,2,4,0,0,0,0,4,3,7,0,5,2,8,3,3,3,0,0,0,5,0,2,3,3,0,0,3,4,3,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,3,0,2,2
chr9:96320998-96324169,5,2,0,2,2,3,7,2,2,0,2,5,2,0,6,2,0,0,3,3,0,0,3,5,2,2,5,3,0,0,3,2,2,2,3,3,7,3,0,3,4,2,5,2,5,0,4,2,0,2,3,0,5,4,3,4,3,3,0,2,0,0,2,0,4,0,0,0,0,5,0,2,0,0,4,2,0,2,0,0,0,0,0,0,0,0,3,0,0,0
chr3:47425485-47428670,4,7,3,5,6,7,7,3,2,3,2,4,5,5,0,6,2,0,5,2,3,4,6,3,3,3,6,7,2,4,5,3,7,4,7,4,7,3,3,4,2,5,9,5,3,6,4,3,5,3,5,3,6,2,10,4,4,8,0,11,2,0,2,3,5,7,2,4,3,2,7,0,5,6,0,2,8,3,4,6,3,4,0,2,2,2,4,2,6,5
chr13:77719532-77753358,4,0,4,3,7,2,7,0,6,4,0,14,3,5,0,4,4,9,2,4,5,0,4,0,6,4,2,3,4,3,0,3,0,5,4,12,3,5,4,5,6,3,3,6,3,0,3,3,6,3,5,0,2,0,2,4,6,6,3,0,0,2,0,0,2,2,0,0,2,0,0,0,3,5,0,0,0,2,0,0,0,0,4,3,0,4,0,0,0,7
chr14:34551714-34554912,23,20,28,4,27,19,45,86,67,14,17,90,22,34,37,54,9,21,16,24,19,13,74,35,28,16,11,46,50,59,24,5,36,12,11,29,61,85,62,16,24,67,51,48,41,16,11,39,24,7,22,6,31,23,26,16,22,23,23,22,12,10,3,0,2,2,0,9,10,4,4,3,3,9,7,9,3,2,6,7,4,3,4,6,3,0,3,26,10,7
chr17:77402059-77402703,3,0,2,0,4,4,5,0,0,10,0,5,2,3,5,0,5,2,4,7,4,0,2,0,0,4,2,4,4,5,2,0,0,3,8,4,2,6,0,4,8,2,5,0,0,2,7,0,0,5,2,2,3,3,7,4,2,5,2,0,12,3,0,4,5,4,0,3,0,3,6,4,7,0,3,0,4,5,3,3,0,0,5,0,3,7,0,4,3,2
chr14:32090502-32117287,17,9,12,5,18,13,19,8,10,12,8,12,9,12,12,12,13,5,20,14,12,10,9,13,6,17,6,14,12,25,6,9,7,5,9,16,13,11,9,15,25,10,10,16,2,12,5,6,11,6,11,8,14,7,18,5,17,7,4,16,21,3,26,12,22,24,19,15,8,15,20,12,31,35,8,9,22,22,11,16,7,18,11,4,13,8,7,19,7,26
chr15:63532647-63537156,3,5,4,0,3,6,7,0,6,0,3,5,0,4,3,5,6,2,9,2,3,4,3,3,0,8,5,0,2,6,5,3,9,4,0,4,3,6,6,3,5,4,0,4,4,3,4,0,3,2,2,2,2,3,7,2,3,2,3,0,4,0,0,0,9,0,2,0,0,0,4,0,4,0,0,0,3,3,2,0,0,5,0,0,2,5,0,3,4,2
chr4:38089932-38103157,8,3,5,13,5,10,14,2,10,0,7,12,6,4,6,2,6,4,10,4,8,5,12,4,7,7,6,11,11,10,13,6,9,4,6,6,10,0,12,7,12,14,9,12,5,4,15,5,9,3,4,0,10,3,7,7,7,15,5,8,6,0,5,4,3,5,4,5,19,2,2,5,6,4,3,9,4,2,0,7,2,4,6,0,3,7,4,18,12,6
chr4:76124649-76144473,3,3,3,0,3,0,4,0,3,0,2,3,0,0,2,2,7,0,2,4,5,0,6,0,3,4,3,0,0,2,0,2,3,3,3,3,0,0,0,3,4,2,2,2,5,0,0,0,2,0,2,0,2,0,5,0,0,4,2,0,2,0,0,0,2,0,2,0,3,0,0,0,2,4,3,0,0,2,2,0,0,0,0,2,0,2,2,2,0,0
chr19:18537601-18538433,4,3,0,6,0,5,6,3,6,4,2,5,7,0,0,6,2,0,5,4,0,4,5,4,4,3,4,4,0,2,3,5,3,3,2,0,6,2,6,0,6,0,0,5,0,0,4,0,3,4,3,0,4,0,2,5,5,3,4,0,3,2,2,0,3,5,0,0,4,0,2,2,0,2,2,3,2,0,2,2,0,0,3,0,5,5,2,6,3,0
chr5:103096541-103097781,2,3,3,3,6,10,6,2,5,0,0,7,0,9,3,4,4,2,9,6,4,4,4,7,2,6,3,4,7,5,4,4,5,0,5,7,4,2,2,2,8,8,5,8,0,2,3,3,3,2,7,4,4,0,4,8,2,7,4,2,0,0,2,0,6,5,0,0,0,3,2,2,0,0,2,0,0,0,0,0,0,0,2,0,2,4,0,3,0,0
chr13:48077153-48090418,0,3,2,0,3,4,3,2,2,0,0,0,3,5,3,2,2,0,3,5,0,2,3,3,2,3,0,3,4,3,2,6,0,3,3,4,3,0,2,0,2,2,2,4,2,3,2,2,0,0,2,0,2,2,4,3,5,4,0,5,0,4,4,7,4,3,0,0,3,0,2,3,0,3,0,0,0,2,0,7,0,0,2,3,3,4,0,2,2,2
